Description	
Number of Runs	750
Preset Time	1
Pause Time	0
Alarm Level	0
High Voltage	900
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
549	900	1080	1	04/04/24 12:18:56 PM	
550	900	1076	1	04/04/24 12:18:57 PM	
551	900	1065	1	04/04/24 12:18:58 PM	
552	900	1062	1	04/04/24 12:18:59 PM	
553	900	1099	1	04/04/24 12:19:00 PM	
554	900	1091	1	04/04/24 12:19:01 PM	
555	900	1086	1	04/04/24 12:19:02 PM	
556	900	1076	1	04/04/24 12:19:04 PM	
557	900	1045	1	04/04/24 12:19:05 PM	
558	900	1088	1	04/04/24 12:19:06 PM	
559	900	1085	1	04/04/24 12:19:07 PM	
560	900	1083	1	04/04/24 12:19:08 PM	
561	900	1112	1	04/04/24 12:19:09 PM	
562	900	1018	1	04/04/24 12:19:11 PM	
563	900	1072	1	04/04/24 12:19:12 PM	
564	900	1073	1	04/04/24 12:19:13 PM	
565	900	1102	1	04/04/24 12:19:14 PM	
566	900	1093	1	04/04/24 12:19:15 PM	
567	900	1097	1	04/04/24 12:19:16 PM	
568	900	1086	1	04/04/24 12:19:17 PM	
569	900	1066	1	04/04/24 12:19:19 PM	
570	900	1103	1	04/04/24 12:19:20 PM	
571	900	1081	1	04/04/24 12:19:21 PM	
572	900	1074	1	04/04/24 12:19:22 PM	
573	900	1084	1	04/04/24 12:19:23 PM	
574	900	1102	1	04/04/24 12:19:24 PM	
575	900	1089	1	04/04/24 12:19:25 PM	
576	900	1078	1	04/04/24 12:19:27 PM	
577	900	1114	1	04/04/24 12:19:28 PM	
578	900	1106	1	04/04/24 12:19:29 PM	
579	900	1101	1	04/04/24 12:19:30 PM	
580	900	1107	1	04/04/24 12:19:31 PM	
581	900	1114	1	04/04/24 12:19:32 PM	
582	900	1072	1	04/04/24 12:19:33 PM	
583	900	1082	1	04/04/24 12:19:35 PM	
584	900	1075	1	04/04/24 12:19:36 PM	
585	900	1125	1	04/04/24 12:19:37 PM	
586	900	1068	1	04/04/24 12:19:38 PM	
587	900	1114	1	04/04/24 12:19:39 PM	
588	900	1096	1	04/04/24 12:19:40 PM	
589	900	1060	1	04/04/24 12:19:41 PM	
590	900	1080	1	04/04/24 12:19:43 PM	
591	900	1102	1	04/04/24 12:19:44 PM	
592	900	1094	1	04/04/24 12:19:45 PM	
593	900	1079	1	04/04/24 12:19:46 PM	
594	900	1064	1	04/04/24 12:19:47 PM	
595	900	1098	1	04/04/24 12:19:48 PM	
596	900	1071	1	04/04/24 12:19:49 PM	
597	900	1076	1	04/04/24 12:19:51 PM	
598	900	1103	1	04/04/24 12:19:52 PM	
599	900	1075	1	04/04/24 12:19:53 PM	
600	900	1092	1	04/04/24 12:19:54 PM	
601	900	1083	1	04/04/24 12:19:55 PM	
602	900	1070	1	04/04/24 12:19:56 PM	
603	900	1082	1	04/04/24 12:19:57 PM	
604	900	1100	1	04/04/24 12:19:59 PM	
605	900	1065	1	04/04/24 12:20:00 PM	
606	900	1103	1	04/04/24 12:20:01 PM	
607	900	1080	1	04/04/24 12:20:02 PM	
608	900	1094	1	04/04/24 12:20:03 PM	
609	900	1055	1	04/04/24 12:20:04 PM	
610	900	1107	1	04/04/24 12:20:05 PM	
611	900	1085	1	04/04/24 12:20:07 PM	
612	900	1066	1	04/04/24 12:20:08 PM	
613	900	1079	1	04/04/24 12:20:09 PM	
614	900	1099	1	04/04/24 12:20:10 PM	
615	900	1079	1	04/04/24 12:20:11 PM	
616	900	1096	1	04/04/24 12:20:12 PM	
617	900	1069	1	04/04/24 12:20:13 PM	
618	900	1094	1	04/04/24 12:20:15 PM	
619	900	1102	1	04/04/24 12:20:16 PM	
620	900	1063	1	04/04/24 12:20:17 PM	
621	900	1083	1	04/04/24 12:20:18 PM	
622	900	1082	1	04/04/24 12:20:19 PM	
623	900	1061	1	04/04/24 12:20:20 PM	
624	900	1081	1	04/04/24 12:20:21 PM	
625	900	1053	1	04/04/24 12:20:23 PM	
626	900	1075	1	04/04/24 12:20:24 PM	
627	900	1067	1	04/04/24 12:20:25 PM	
628	900	1135	1	04/04/24 12:20:26 PM	
629	900	1073	1	04/04/24 12:20:27 PM	
630	900	1089	1	04/04/24 12:20:28 PM	
631	900	1090	1	04/04/24 12:20:29 PM	
632	900	1100	1	04/04/24 12:20:31 PM	
633	900	1042	1	04/04/24 12:20:32 PM	
634	900	1055	1	04/04/24 12:20:33 PM	
635	900	1099	1	04/04/24 12:20:34 PM	
636	900	1096	1	04/04/24 12:20:35 PM	
637	900	1069	1	04/04/24 12:20:36 PM	
638	900	1123	1	04/04/24 12:20:38 PM	
639	900	1095	1	04/04/24 12:20:39 PM	
640	900	1069	1	04/04/24 12:20:40 PM	
641	900	1055	1	04/04/24 12:20:41 PM	
642	900	1074	1	04/04/24 12:20:42 PM	
643	900	1076	1	04/04/24 12:20:43 PM	
644	900	1103	1	04/04/24 12:20:44 PM	
645	900	1072	1	04/04/24 12:20:46 PM	
646	900	1090	1	04/04/24 12:20:47 PM	
647	900	1078	1	04/04/24 12:20:48 PM	
648	900	1066	1	04/04/24 12:20:49 PM	
649	900	1088	1	04/04/24 12:20:50 PM	
650	900	1072	1	04/04/24 12:20:51 PM	
651	900	1095	1	04/04/24 12:20:52 PM	
652	900	1103	1	04/04/24 12:20:54 PM	
653	900	1103	1	04/04/24 12:20:55 PM	
654	900	1094	1	04/04/24 12:20:56 PM	
655	900	1066	1	04/04/24 12:20:57 PM	
656	900	1127	1	04/04/24 12:20:58 PM	
657	900	1133	1	04/04/24 12:20:59 PM	
658	900	1065	1	04/04/24 12:21:01 PM	
659	900	1095	1	04/04/24 12:21:02 PM	
660	900	1094	1	04/04/24 12:21:03 PM	
661	900	1113	1	04/04/24 12:21:04 PM	
662	900	1097	1	04/04/24 12:21:05 PM	
663	900	1104	1	04/04/24 12:21:06 PM	
664	900	1080	1	04/04/24 12:21:07 PM	
665	900	1067	1	04/04/24 12:21:09 PM	
666	900	1097	1	04/04/24 12:21:10 PM	
667	900	1094	1	04/04/24 12:21:11 PM	
668	900	1090	1	04/04/24 12:21:12 PM	
669	900	1060	1	04/04/24 12:21:13 PM	
670	900	1081	1	04/04/24 12:21:14 PM	
671	900	1091	1	04/04/24 12:21:15 PM	
672	900	1045	1	04/04/24 12:21:17 PM	
673	900	1093	1	04/04/24 12:21:18 PM	
674	900	1061	1	04/04/24 12:21:19 PM	
675	900	1113	1	04/04/24 12:21:20 PM	
676	900	1084	1	04/04/24 12:21:21 PM	
677	900	1129	1	04/04/24 12:21:22 PM	
678	900	1063	1	04/04/24 12:21:23 PM	
679	900	1059	1	04/04/24 12:21:25 PM	
680	900	1091	1	04/04/24 12:21:26 PM	
681	900	1093	1	04/04/24 12:21:27 PM	
682	900	1055	1	04/04/24 12:21:28 PM	
683	900	1048	1	04/04/24 12:21:29 PM	
684	900	1084	1	04/04/24 12:21:30 PM	
685	900	1070	1	04/04/24 12:21:32 PM	
686	900	1116	1	04/04/24 12:21:33 PM	
687	900	1082	1	04/04/24 12:21:34 PM	
688	900	1084	1	04/04/24 12:21:35 PM	
689	900	1083	1	04/04/24 12:21:36 PM	
690	900	1098	1	04/04/24 12:21:37 PM	
691	900	1113	1	04/04/24 12:21:38 PM	
692	900	1096	1	04/04/24 12:21:40 PM	
693	900	1134	1	04/04/24 12:21:41 PM	
694	900	1083	1	04/04/24 12:21:42 PM	
695	900	1063	1	04/04/24 12:21:43 PM	
696	900	1069	1	04/04/24 12:21:44 PM	
697	900	1077	1	04/04/24 12:21:45 PM	
698	900	1077	1	04/04/24 12:21:46 PM	
699	900	1088	1	04/04/24 12:21:48 PM	
700	900	1074	1	04/04/24 12:21:49 PM	
701	900	1066	1	04/04/24 12:21:50 PM	
702	900	1124	1	04/04/24 12:21:51 PM	
703	900	1100	1	04/04/24 12:21:52 PM	
704	900	1096	1	04/04/24 12:21:53 PM	
705	900	1077	1	04/04/24 12:21:55 PM	
706	900	1050	1	04/04/24 12:21:56 PM	
707	900	1090	1	04/04/24 12:21:57 PM	
708	900	1098	1	04/04/24 12:21:58 PM	
709	900	1081	1	04/04/24 12:21:59 PM	
710	900	1104	1	04/04/24 12:22:00 PM	
711	900	1110	1	04/04/24 12:22:01 PM	
712	900	1089	1	04/04/24 12:22:03 PM	
713	900	1096	1	04/04/24 12:22:04 PM	
714	900	1095	1	04/04/24 12:22:05 PM	
715	900	1054	1	04/04/24 12:22:06 PM	
716	900	1094	1	04/04/24 12:22:07 PM	
717	900	1109	1	04/04/24 12:22:08 PM	
718	900	1085	1	04/04/24 12:22:09 PM	
719	900	1099	1	04/04/24 12:22:11 PM	
720	900	1107	1	04/04/24 12:22:12 PM	
721	900	1085	1	04/04/24 12:22:13 PM	
722	900	1115	1	04/04/24 12:22:14 PM	
723	900	1087	1	04/04/24 12:22:15 PM	
724	900	1118	1	04/04/24 12:22:16 PM	
725	900	1098	1	04/04/24 12:22:17 PM	
726	900	1108	1	04/04/24 12:22:19 PM	
727	900	1085	1	04/04/24 12:22:20 PM	
728	900	1057	1	04/04/24 12:22:21 PM	
729	900	1081	1	04/04/24 12:22:22 PM	
730	900	1055	1	04/04/24 12:22:23 PM	
731	900	1097	1	04/04/24 12:22:24 PM	
732	900	1057	1	04/04/24 12:22:26 PM	
733	900	1138	1	04/04/24 12:22:27 PM	
734	900	1063	1	04/04/24 12:22:28 PM	
735	900	1103	1	04/04/24 12:22:29 PM	
736	900	1059	1	04/04/24 12:22:30 PM	
737	900	1065	1	04/04/24 12:22:31 PM	
738	900	1099	1	04/04/24 12:22:32 PM	
739	900	1075	1	04/04/24 12:22:34 PM	
740	900	1042	1	04/04/24 12:22:35 PM	
741	900	1097	1	04/04/24 12:22:36 PM	
742	900	1119	1	04/04/24 12:22:37 PM	
743	900	1089	1	04/04/24 12:22:38 PM	
744	900	1089	1	04/04/24 12:22:39 PM	
745	900	1113	1	04/04/24 12:22:40 PM	
746	900	1102	1	04/04/24 12:22:42 PM	
747	900	1110	1	04/04/24 12:22:43 PM	
748	900	1111	1	04/04/24 12:22:44 PM	
749	900	1074	1	04/04/24 12:22:45 PM	
750	900	1114	1	04/04/24 12:22:46 PM	
