Time,Voltage,Controller
357578,500,511
357779,498,510
357981,500,510
358181,499,510
358382,500,511
358583,500,510
358784,499,511
358984,500,511
359185,499,510
359387,499,511
359587,500,510
359788,499,511
359989,499,510
360189,499,511
360390,499,510
360592,499,510
360793,499,510
360993,499,512
361194,499,510
361395,498,510
361595,499,511
361796,499,509
361998,499,511
362199,499,510
362399,499,511
362600,499,510
362801,499,511
363001,499,510
363203,499,511
363404,499,510
363604,499,511
363805,498,510
364006,499,511
364207,499,511
364407,499,510
364609,499,511
364810,499,510
365010,499,511
365211,499,510
365412,499,510
365613,499,510
365814,499,510
366015,499,510
366216,499,511
366416,499,510
366617,499,512
366818,499,511
367019,499,510
367220,499,511
367421,499,510
367622,499,510
367822,499,510
368023,501,511
368224,499,510
368425,499,511
368626,499,510
368827,499,510
369028,499,510
369228,499,511
369429,500,510
369630,499,510
369831,499,511
370032,499,510
370233,500,511
370434,499,510
370634,502,511
370835,499,510
371037,500,510
371237,499,510
371438,499,510
371639,499,511
371840,499,510
372040,499,511
372241,499,510
372443,500,511
372643,499,510
372844,500,511
373045,499,510
373245,500,511
373446,499,510
373648,499,511
373849,499,510
374049,499,511
374250,499,510
374451,499,510
374651,499,511
374852,499,510
375054,499,511
375255,499,510
375455,500,511
375656,499,510
375857,499,511
376057,499,510
376259,502,510
376460,499,510
376660,499,511
376861,499,510
377062,499,511
377263,499,510
377464,499,510
377665,499,511
377866,499,510
378066,499,511
378267,499,510
378468,499,511
378669,499,510
378870,499,511
379071,498,510
379272,499,510
379472,499,510
379673,499,511
379874,499,510
380076,499,510
380276,499,511
380477,498,510
380678,499,511
380878,501,510
381079,499,510
381280,499,510
381481,501,511
381682,498,510
381883,499,510
382084,498,510
382284,498,511
382485,499,510
382687,497,510
382887,499,512
383088,498,510
383289,499,511
383490,498,510
383690,498,511
383891,498,511
384093,498,511
384293,498,510
384494,498,511
384695,498,510
384896,498,511
385096,498,510
385298,498,510
385499,498,511
385699,498,510
385900,498,511
386101,498,510
386301,498,511
386502,498,510
386704,499,511
386905,498,510
387105,498,511
387306,498,510
387507,498,511
387707,499,510
387909,498,510
388110,498,511
388311,498,510
388511,499,511
388712,498,510
388913,498,511
389113,498,510
389315,498,511
389516,498,510
389716,498,511
389917,498,510
390118,498,511
390319,498,510
390520,498,510
390721,498,510
390922,498,510
391122,498,511
391323,498,510
391524,498,510
391725,498,510
391926,498,511
392127,498,510
392328,498,511
392528,498,510
392729,498,511
392930,499,510
393132,498,510
393332,498,511
393533,498,510
393734,499,511
393934,498,510
394135,498,511
394336,498,510
394537,498,510
394738,498,510
394939,498,510
395140,498,510
395340,498,511
395541,498,510
395743,498,510
395943,498,510
396144,498,510
396345,498,511
396546,497,510
396746,498,511
396948,497,510
397149,497,511
397349,497,510
397550,497,511
397751,497,510
397952,497,511
398152,498,510
398354,497,511
398555,498,511
398755,497,510
398956,497,511
399157,497,510
399357,497,511
399559,497,510
399760,497,511
399961,497,510
400161,497,510
400362,496,510
400563,497,511
400763,497,510
400965,497,510
401166,496,511
401367,497,510
401567,497,511
401768,497,510
401969,497,511
402170,497,510
402371,497,510
402572,497,510
402772,497,511
402973,497,510
403174,497,512
403375,497,510
403576,497,510
403777,497,511
403978,496,510
404178,497,511
404379,496,510
404580,497,511
404782,496,510
404982,497,511
405183,496,510
405384,497,510
405584,497,510
405785,497,511
405986,497,510
406188,498,511
406388,497,511
406589,497,510
406790,497,511
406990,497,510
407191,497,510
407393,497,510
407593,497,510
407794,497,510
407995,497,511
408196,497,510
408396,498,511
408598,497,510
408799,497,510
408999,497,510
409200,497,510
409401,497,511
409602,497,510
409802,497,510
410004,497,510
410205,498,511
410405,497,510
410606,498,511
410807,497,510
411008,497,511
411209,497,510
411410,497,510
411611,497,510
411811,496,511
412012,497,511
412213,496,511
412413,496,511
412615,496,510
412816,497,510
413017,496,510
413217,498,510
413418,496,510
413619,497,511
413820,496,510
414021,497,510
414222,497,510
414423,496,510
414623,497,510
414824,496,510
415025,496,511
415226,496,510
415427,497,511
415628,496,510
415828,497,511
416029,497,510
416230,497,511
416432,497,510
416632,498,511
416833,497,510
417034,497,510
417234,497,511
417435,497,510
417636,497,511
417838,497,510
418038,497,511
418239,497,510
418440,497,510
418640,497,510
418841,497,511
419043,497,510
419244,497,511
419444,497,510
419645,497,510
419846,497,511
420046,497,510
420248,497,510
420449,497,510
420649,496,510
420850,497,510
421051,497,511
421252,497,510
421452,497,511
421654,497,510
421855,497,511
422055,497,510
422256,496,510
422457,496,511
422658,498,510
422859,496,511
423060,495,510
423261,496,511
423461,495,510
423662,496,511
423863,496,510
424064,496,510
424265,495,510
424466,496,511
424667,495,510
424867,495,510
425068,495,511
425269,495,510
425470,496,511
425671,495,510
425872,496,511
426073,495,510
426273,496,511
426474,495,510
426675,496,511
426876,496,512
427077,496,511
427278,496,510
427479,496,511
427679,496,511
427880,495,510
428082,496,511
428282,496,511
428483,496,511
428684,496,510
428884,496,510
429085,496,510
429286,496,511
429488,495,510
429688,496,510
429889,496,510
430090,496,511
430290,497,511
430491,496,510
430693,497,511
430894,496,510
431094,497,511
431295,496,510
431496,496,511
431696,496,510
431897,497,511
432099,496,510
432300,497,510
432500,497,510
432701,496,510
432902,497,511
433102,496,510
433304,497,511
433505,496,512
433705,497,511
433906,496,510
434107,497,511
434308,496,510
434508,497,511
434710,499,510
434911,497,511
435111,496,510
435312,496,511
435513,497,511
435714,497,510
435915,497,510
436116,497,510
436317,497,512
436517,497,510
436718,496,510
436919,497,510
437120,496,511
437321,497,510
437522,497,511
437723,497,510
437923,497,511
438124,497,511
438325,497,510
438526,497,511
438727,497,510
438928,497,510
439129,497,510
439329,497,511
439530,497,510
439731,497,511
439932,497,510
440133,497,511
440334,497,510
440535,497,511
440735,498,511
440936,497,510
441138,497,510
441338,498,510
441539,499,511
441740,497,510
441940,497,510
442141,496,510
442343,497,511
442544,497,509
442744,497,511
442945,497,512
443146,497,511
443346,498,510
443547,497,510
443749,498,511
443950,497,510
444150,497,510
444351,497,510
444552,498,511
444752,497,510
444954,498,510
445155,497,510
445356,497,511
445556,497,510
445757,497,511
445958,497,510
446158,497,510
446360,498,511
446561,498,510
446761,497,511
446962,497,510
447163,498,511
447364,497,510
447565,498,511
447766,497,510
447967,498,510
448167,497,509
448368,497,511
448569,497,510
448770,497,510
448971,498,511
449172,497,510
449373,497,510
449573,497,510
449774,497,511
449975,497,510
450177,498,511
450377,497,510
450578,497,511
450779,497,510
450979,497,511
451180,497,510
451382,497,511
451582,497,510
451783,497,510
451984,499,510
452185,497,510
452385,498,510
452586,497,510
452788,498,510
452988,497,510
453189,498,510
453390,497,510
453591,497,511
453791,498,510
453993,497,511
454194,497,510
454394,497,510
454595,497,511
454796,497,510
454996,498,510
455197,497,509
455399,497,511
455600,498,510
455800,497,511
456001,497,510
456202,497,510
456402,497,510
456604,497,510
456805,500,510
457006,497,510
457206,497,511
457407,497,510
457608,498,509
457808,497,510
458010,498,510
458211,497,512
458412,498,511
458612,497,510
458813,498,510
459014,497,510
459215,497,511
459416,498,511
459617,497,510
459817,497,511
460018,497,510
460219,496,511
460420,497,510
460621,497,510
460822,497,512
461023,497,511
461223,497,510
461424,497,511
461625,497,510
461827,497,510
462027,497,510
462228,497,510
462429,497,511
462629,497,509
462830,497,511
463031,497,510
463233,497,511
463433,497,510
463634,497,511
463835,497,510
464035,498,511
464236,497,510
464438,496,511
464638,497,510
464839,497,510
465040,497,511
465241,497,510
465441,497,511
465642,496,510
465844,497,510
466044,496,510
466245,497,510
466446,496,510
466647,496,511
466847,497,510
467049,498,511
467250,497,511
467450,497,510
467651,496,511
467852,496,510
468052,497,511
468254,496,510
468455,497,510
468656,496,512
468856,497,511
469057,496,510
469258,496,511
469458,496,510
469660,496,511
469861,496,510
470062,496,510
470262,496,511
470463,496,510
470664,497,511
470865,496,510
471066,497,510
471267,496,510
471468,497,510
471668,496,510
471869,496,511
472070,497,510
472271,496,511
472472,497,510
472673,496,510
472873,498,510
473074,496,510
473275,496,511
473477,496,510
473677,496,511
473878,496,510
474079,496,511
474279,496,510
474480,496,511
474681,496,510
474883,497,511
475083,496,510
475284,496,510
475485,497,511
475685,496,510
475886,497,511
476088,496,510
476289,497,511
476489,498,510
476690,497,511
476891,497,510
477091,497,510
477292,496,510
477494,497,511
477694,497,510
477895,496,510
478096,497,511
478297,497,510
478497,497,511
478699,496,510
478900,497,511
479100,496,510
479301,497,511
479502,496,510
479703,497,511
479904,497,510
480105,497,511
480306,497,511
480506,496,510
480707,497,511
480908,496,510
481108,497,511
481310,497,511
481511,497,510
481712,496,510
481912,497,510
482113,496,510
482314,497,511
482515,497,510
482716,497,511
482917,497,510
483118,496,510
483318,497,511
483519,496,510
483720,497,511
483921,496,510
484122,497,511
484323,495,510
484524,496,511
484724,496,510
484925,496,510
485127,496,510
485327,496,510
485528,496,510
485729,496,510
485929,496,511
486130,496,510
486331,496,510
486533,496,510
486733,496,511
486934,496,510
487135,496,511
487335,496,510
487536,496,510
487738,496,510
487939,496,511
488139,498,510
488340,496,510
488541,496,510
488741,495,510
488942,496,511
489144,496,510
489345,496,510
489545,495,512
489746,496,511
489947,496,510
490147,496,510
490349,496,510
490550,496,511
490750,496,510
490951,496,511
491152,496,511
491353,496,510
491553,496,510
491755,496,509
491956,496,511
492156,495,510
492357,496,512
492558,496,510
492759,496,511
492960,496,510
493161,496,511
493362,496,511
493562,496,510
493763,496,511
493964,496,510
494164,496,510
494366,496,510
494567,496,511
494768,496,510
494968,496,511
495169,496,510
495370,496,510
495571,496,510
495772,496,511
495973,496,510
496174,496,511
496374,496,510
496575,496,510
496777,496,510
496977,496,510
497178,496,510
497379,496,510
497580,496,511
497780,496,510
497981,496,511
498183,496,510
498383,496,510
498584,496,510
498785,496,510
498985,496,512
499186,496,510
499388,496,510
499589,496,510
499789,496,511
499990,496,510
500191,497,511
500391,496,510
500592,497,510
500794,496,510
500995,496,510
501195,498,510
501396,496,510
501597,497,510
501797,496,510
501999,497,511
502200,496,510
502401,497,511
502601,496,510
502802,497,511
503003,496,510
503203,497,511
503405,496,510
503606,497,511
503806,496,510
504007,497,511
504208,497,510
504409,496,510
504610,497,511
504811,497,510
505012,498,511
505212,497,510
505413,497,511
505614,497,510
505815,497,511
506016,497,510
506217,497,511
506418,496,510
506618,497,511
506819,497,510
507020,497,511
507222,497,510
507422,497,509
507623,497,511
507824,497,510
508024,497,511
508225,496,510
508427,497,510
508627,496,510
508828,497,511
509029,496,510
509230,496,510
509430,496,510
509631,496,511
509833,496,511
510033,496,510
510234,496,511
510435,496,510
510636,496,511
510836,496,510
511038,496,511
511239,497,510
511439,496,511
511640,496,510
511841,496,511
512041,495,511
512243,495,510
512444,496,510
512645,495,510
512845,496,511
513046,496,510
513247,496,511
513447,495,510
513649,496,511
513850,496,510
514051,496,511
514251,496,510
514452,496,511
514653,496,510
514854,496,510
515055,496,510
515256,496,510
515457,496,511
515657,496,510
515858,496,510
516059,495,510
516260,496,511
516461,496,510
516662,496,511
516862,496,510
517063,496,511
517264,496,510
517466,496,510
517666,496,510
517867,496,510
518068,496,511
518268,498,510
518469,496,511
518670,496,510
518872,497,511
519072,496,510
519273,497,511
519474,496,510
519674,496,511
519875,496,511
520077,496,511
520278,496,510
520478,496,510
520679,497,511
520880,496,510
521080,496,511
521281,496,510
521483,496,510
521683,496,510
521884,496,510
522085,496,510
522286,497,511
522486,496,510
522688,497,510
522889,497,510
523089,496,510
523290,497,511
523491,496,510
523692,497,511
523892,496,510
524094,497,511
524295,497,510
524495,497,510
524696,496,510
524897,497,511
525097,496,510
525299,497,511
525500,497,510
525701,496,510
525901,497,511
526102,497,510
526303,497,510
526503,496,510
526705,497,510
526906,496,510
527107,497,511
527307,497,510
527508,497,511
527709,497,510
527910,497,511
528111,497,510
528312,496,510
528513,497,511
528713,496,510
528914,497,511
529115,496,510
529316,497,511
529517,497,510
529718,497,510
529918,496,510
530119,497,510
530320,496,510
530522,497,511
530722,497,510
530923,496,511
531124,497,511
531324,498,510
531525,497,511
531726,496,510
531928,497,510
532128,496,510
532329,497,511
532530,497,510
532730,497,511
532931,497,510
533133,497,510
533334,497,510
533534,497,510
533735,497,511
533936,497,510
534136,497,511
534338,497,510
534539,497,510
534739,496,512
534940,497,511
535141,497,510
535342,497,511
535542,497,510
535744,497,511
535945,497,510
536145,497,511
536346,497,511
536547,497,510
536748,497,510
536949,497,510
537150,496,511
537351,497,510
537551,497,511
537752,497,510
537953,497,511
538153,497,510
538355,497,511
538556,497,510
538757,496,511
538957,497,510
539158,497,509
539359,497,510
539560,497,510
539761,497,511
539962,497,510
540163,497,510
540363,497,510
540564,497,510
540765,497,510
540966,497,512
541167,497,510
541368,497,510
541569,498,511
541769,497,510
541970,497,511
542172,497,510
542372,497,511
542573,497,510
542774,497,511
542974,497,510
543175,497,511
543376,497,510
543578,497,511
543778,497,510
543979,497,511
544180,497,510
544380,497,510
544581,497,511
544783,497,510
544984,497,511
545184,497,510
545385,498,510
545586,497,510
545786,497,511
545988,497,510
546189,497,511
546390,497,510
546590,497,511
546791,497,510
546992,497,510
547192,497,511
547394,497,510
547595,497,511
547795,497,510
547996,497,511
548197,497,510
548398,498,511
548599,497,510
548800,497,511
549001,497,510
549201,497,511
549402,497,510
549603,497,510
549804,498,511
550005,497,510
550206,497,511
550407,497,510
550607,499,512
550808,497,510
551009,498,511
551211,497,509
551411,498,510
551612,497,510
551813,497,511
552013,498,510
552214,497,510
552415,498,511
552616,497,510
552817,498,511
553018,497,510
553219,497,510
553419,497,510
553620,497,511
553822,497,510
554022,498,511
554223,497,510
554424,498,511
554625,498,510
554825,497,510
555027,497,511
555228,497,510
555428,498,511
555629,497,509
555830,498,510
556030,497,510
556231,498,510
556433,498,510
556634,498,511
556834,497,511
557035,500,510
557236,498,510
557436,497,511
557638,497,510
557839,497,510
558040,498,510
558240,497,510
558441,498,511
558642,497,510
558842,498,511
559044,497,510
559245,498,511
559446,498,510
559646,498,510
559847,498,510
560048,497,510
560249,498,511
560450,497,510
560651,498,511
560851,498,510
561052,498,510
561253,497,510
561454,498,510
561655,497,510
561856,498,511
562057,497,510
562257,498,511
562458,497,510
562659,497,511
562861,498,510
563061,497,510
563262,498,511
563463,497,509
563663,498,510
563864,496,510
564066,497,510
564267,497,510
564467,498,511
564668,497,510
564869,498,511
565069,498,510
565270,498,511
565472,498,510
565672,498,510
565873,498,511
566074,498,510
566275,500,511
566475,498,510
566677,498,510
566878,497,510
567078,498,511
567279,498,510
567480,498,511
567681,498,510
567881,498,510
568083,498,510
568284,497,510
568484,498,511
568685,498,510
568886,498,511
569086,497,510
569288,498,511
569489,498,510
569690,498,510
569890,497,510
570091,498,511
570292,498,510
570492,498,512
570694,498,510
570895,498,510
571096,498,510
571296,498,509
571497,498,511
571698,498,510
571899,498,511
572100,497,510
572301,498,511
572502,498,510
572702,498,510
572903,497,510
573105,498,510
573305,498,510
573506,498,511
573707,498,510
573907,497,510
574108,498,511
574309,497,511
574511,498,510
574711,497,510
574912,498,511
575113,498,510
575313,498,511
575514,498,510
575716,498,511
575917,498,510
576117,497,510
576318,498,511
576519,497,512
576719,498,510
576920,497,510
577122,498,511
577323,497,510
577523,498,511
577724,497,510
577925,498,511
578125,498,510
578327,497,511
578528,497,510
578728,498,511
578929,498,510
579130,498,510
579331,498,510
579532,498,510
579733,498,511
579934,498,510
580134,498,511
580335,498,510
580536,498,511
580737,498,510
580938,498,511
581139,498,510
581340,498,510
581540,498,510
581741,498,510
581942,497,511
582144,498,510
582344,498,511
582545,497,510
582746,498,510
582946,498,510
583147,498,510
583348,498,510
583549,498,511
583750,498,510
583951,500,510
584152,499,511
584352,498,510
584553,498,511
584755,498,510
584955,498,510
585156,498,510
585357,498,511
585558,497,510
585758,498,511
585959,497,510
586161,498,511
586361,498,510
586562,498,510
586763,498,510
586963,497,510
587164,498,511
587366,497,510
587567,498,511
587767,497,510
587968,500,511
588169,497,510
588369,498,511
588570,498,510
588772,498,511
588973,498,510
589173,498,510
589374,498,510
589575,497,511
589775,498,511
589977,498,510
590178,498,510
590379,498,510
590579,498,511
590780,498,510
590981,498,511
591182,498,510
591383,498,510
591584,498,510
591784,498,510
591985,497,510
592186,498,510
592387,498,511
592588,498,510
592789,498,511
592990,497,510
593190,498,511
593391,497,512
593592,498,511
593794,498,510
593994,497,511
594195,498,510
594396,500,511
594596,498,510
594797,498,510
594999,498,510
595200,497,510
595400,498,511
595601,498,510
595802,498,511
596002,497,510
596203,498,511
596405,497,510
596605,498,511
596806,498,510
597007,498,511
597208,498,510
597408,497,510
597610,498,510
597811,498,510
598011,498,511
598212,498,510
598413,498,511
598614,498,510
598814,498,510
599016,497,510
599217,498,511
599417,497,510
599618,498,511
599819,498,510
600019,498,510
600221,498,510
600422,497,510
600623,498,511
600823,498,510
601024,498,511
601225,497,510
601425,497,511
601627,497,510
601828,498,510
602029,497,511
602229,497,512
602430,497,510
602631,497,511
602832,497,512
603033,497,511
603234,498,511
603435,497,510
603635,497,511
603836,497,510
604038,497,511
604238,497,510
604439,498,511
604640,497,510
604840,497,510
605041,497,510
605242,497,510
605444,499,510
605644,497,511
605845,497,511
606046,497,510
606246,497,511
606447,497,510
606649,497,510
606850,497,510
607050,497,511
607251,497,510
607452,497,510
607652,497,510
607854,497,511
608055,497,510
608256,497,510
608456,497,510
608657,497,510
608858,497,511
609058,497,510
609260,497,511
609461,497,510
609661,498,511
609862,496,510
610063,500,511
610264,497,510
610465,497,511
610666,497,510
610867,497,511
611067,497,410
611268,497,0
611469,497,0
611670,497,0
611870,497,0
612071,497,0
612273,497,0
612473,496,0
612674,496,0
612875,496,0
613075,496,0
613276,496,0
613477,496,0
613678,496,1
613878,496,0
614079,496,0
614280,496,0
614480,495,0
614681,495,0
614882,495,0
615084,495,0
615284,497,0
615485,495,0
615686,497,0
615886,495,0
616087,494,0
616288,494,0
616488,494,0
616689,494,0
616890,494,0
617091,494,0
617291,494,0
617492,493,0
617693,493,0
617893,493,0
618095,493,0
618296,493,0
618497,493,0
618697,493,0
618898,495,0
619099,492,0
619299,492,0
619500,491,0
619701,492,0
619901,492,0
620102,492,0
620303,492,0
620504,493,0
620704,491,0
620906,491,0
621107,491,0
621307,491,0
621508,491,0
621709,493,0
621910,491,0
622110,490,0
622311,490,0
622512,490,0
622712,490,0
622913,490,0
623114,490,0
623314,490,0
623515,490,0
623717,489,0
623918,489,0
624118,489,0
624319,489,0
624520,490,0
624720,489,0
624921,488,0
625122,489,0
625323,489,0
625523,490,0
625724,488,0
625925,488,0
626125,488,0
626326,488,0
626527,488,0
626728,488,0
626929,487,0
627130,487,0
627331,487,0
627531,487,0
627732,487,0
627933,486,0
628133,487,0
628334,487,0
628535,487,0
628736,487,0
628936,487,0
629137,486,0
629338,486,0
629539,486,0
629740,486,0
629941,486,0
630141,486,0
630342,486,0
630543,486,0
630744,486,0
630944,486,0
631145,486,0
631346,485,0
631546,485,2
631747,485,0
631948,485,0
632148,485,0
632350,485,0
632551,485,0
632752,485,0
632952,484,0
633153,484,0
633354,485,0
633554,484,0
633755,484,0
633956,484,0
634157,484,0
634357,484,0
634558,484,0
634759,483,0
634959,484,0
635161,483,0
635362,483,0
635563,483,0
635763,483,0
635964,484,0
636165,483,0
636365,483,0
636566,483,0
636767,483,0
636967,483,0
637168,483,0
637369,483,1
637570,483,0
637770,483,0
637972,481,0
638173,482,0
638373,482,0
638574,484,0
638775,482,0
638976,482,0
639176,482,0
639377,482,0
639578,482,0
639778,482,0
639979,482,0
640180,482,0
640380,482,0
640581,482,0
640783,482,0
640984,482,0
641184,481,0
641385,481,0
641586,481,0
641786,481,0
641987,481,2
642188,481,0
642388,481,0
642589,481,0
642790,481,0
642991,481,0
643191,481,0
643392,483,0
643593,481,0
643794,481,0
643995,481,0
644196,481,0
644397,480,0
644597,480,0
644798,480,0
644999,480,0
645199,480,0
645400,480,2
645601,480,0
645801,480,0
646002,480,1
646203,480,0
646404,480,0
646605,480,0
646806,480,0
647007,480,0
647207,480,0
647408,480,0
647609,479,0
647810,479,0
648010,479,0
648211,480,0
648412,478,0
648612,480,0
648813,480,0
649014,479,0
649214,479,0
649415,479,1
649617,479,0
649818,479,0
650018,479,0
650219,479,0
650420,479,0
650620,479,0
650821,479,0
651022,479,0
651223,479,0
651423,479,0
651624,479,0
651825,479,0
652025,478,0
652226,478,0
652428,479,0
652628,479,0
652829,478,0
653030,478,0
653231,478,0
653431,478,0
653632,478,0
653833,478,0
654033,478,0
654234,478,0
654435,478,0
654636,478,0
654836,478,0
655037,478,0
655239,478,0
655439,478,0
655640,477,0
655841,478,0
656041,478,0
656242,478,0
656443,477,0
656644,478,0
656844,477,0
657045,478,0
657246,477,0
657446,477,1
657647,477,0
657848,477,0
658049,477,0
658250,477,0
658451,477,0
658652,477,0
658852,477,0
659053,477,0
659254,477,1
659454,477,0
659655,477,0
659856,477,0
660057,477,0
660257,477,0
660458,477,0
660659,479,0
660859,477,0
661061,477,0
661262,477,0
661463,477,0
661663,477,0
661864,477,0
662065,477,0
662265,477,0
662466,477,0
662667,477,0
662867,477,0
663068,477,0
663269,476,0
663470,477,0
663670,476,0
663871,478,0
664073,476,0
664273,475,0
664474,477,0
664675,476,0
664876,476,0
665076,476,0
665277,476,0
665478,476,0
665678,476,0
665879,476,0
666080,477,0
666280,476,0
666481,476,0
666682,476,0
666884,476,0
667084,476,0
667285,476,0
667486,476,0
667686,476,0
667887,476,0
668088,476,0
668289,476,0
668489,476,0
668690,476,0
668891,476,0
669091,476,0
669292,476,0
669493,476,0
669694,476,0
669895,476,0
670096,476,0
670297,476,0
670497,476,0
670698,476,0
670899,476,0
671099,476,0
671300,476,0
671501,476,0
671702,475,0
671902,476,0
672103,476,0
672304,476,0
672504,476,0
672706,476,0
672907,475,0
673107,475,0
673308,476,0
673509,475,0
673710,476,0
673910,476,0
674111,476,0
674312,476,0
674512,476,0
674713,475,0
674914,475,0
675115,475,0
675315,476,0
675517,475,0
675718,476,0
675918,475,0
676119,475,0
676320,475,0
676520,475,0
676721,475,0
676922,475,0
677123,475,0
677323,475,0
677524,475,0
677725,475,0
677925,475,0
678126,475,0
678328,475,0
678529,475,0
678729,475,1
678930,475,0
679131,475,0
679331,475,0
679532,475,0
679733,475,0
679933,475,0
680134,475,0
680335,475,0
680536,475,0
680736,475,0
680937,475,0
681138,475,0
681339,475,0
681540,474,0
681741,475,0
681942,475,0
682142,475,0
682343,475,0
682544,475,0
682744,475,0
682945,475,0
683146,475,0
683346,475,0
683547,475,0
683748,475,0
683949,475,0
684150,475,0
684351,475,0
684552,475,0
684752,475,0
684953,475,0
685154,475,0
685355,475,0
685555,475,0
685756,475,0
685957,475,0
686157,475,0
686358,474,0
686559,474,0
686759,474,0
686961,474,0
687162,474,0
687363,474,0
687563,475,0
687764,475,0
687965,475,0
688165,475,0
688366,475,1
688567,474,0
688768,474,0
688968,474,0
689169,474,0
689370,475,0
689570,474,0
689772,474,0
689973,474,0
690173,474,0
690374,474,0
690575,474,0
690776,474,0
690976,473,0
691177,474,0
691378,474,0
691578,474,0
691779,474,0
691980,474,0
692180,474,0
692381,474,0
692583,474,0
692784,474,0
692984,474,0
693185,474,0
693386,474,0
693586,473,0
693787,474,0
693988,474,0
694189,474,0
694389,474,0
694590,474,0
694791,474,0
694991,474,0
695192,474,0
695394,474,0
695595,474,0
695795,475,0
695996,474,0
696197,474,0
696397,474,0
696598,474,0
696799,474,0
696999,474,0
697200,474,0
697401,473,0
697602,474,0
697802,474,0
698003,473,0
698205,473,0
698405,474,0
698606,474,0
698807,474,0
699008,474,0
699208,473,1
699409,474,0
699610,474,0
699810,473,0
700011,473,0
700212,473,0
700412,473,0
700613,473,0
700814,473,0
701016,472,0
701216,473,0
701417,474,0
701618,473,0
701818,473,0
702019,473,0
702220,474,0
702420,473,0
702621,474,0
702822,473,0
703023,473,0
703223,473,0
703424,473,0
703625,473,0
703826,473,0
704027,473,0
704228,473,0
704429,473,0
704629,474,0
704830,473,0
705031,473,0
705231,473,0
705432,473,0
705633,473,0
705833,473,0
706034,473,0
706235,473,0
706436,473,0
706636,473,0
706838,473,0
707039,473,0
707239,473,0
707440,473,0
707641,473,0
707842,475,0
708042,473,0
708243,473,0
708444,473,0
708644,473,0
708845,473,0
709046,472,0
709246,474,0
709447,473,0
709649,473,0
709850,473,0
710050,473,0
710251,473,0
710452,473,0
710652,473,0
710853,473,0
711054,475,0
711255,473,0
711455,473,0
711656,473,0
711857,473,0
712057,473,0
712258,473,0
712460,473,0
712660,473,0
712861,473,0
713062,473,0
713263,473,0
713463,473,0
713664,473,0
713865,473,0
714065,473,0
714266,473,0
714467,473,0
714668,473,0
714868,473,0
715069,473,0
715271,473,0
715471,473,0
715672,473,0
715873,473,0
716073,473,0
716274,473,0
716475,473,0
716676,473,0
716876,473,0
717077,473,0
717278,473,0
717478,473,0
717679,473,0
717880,473,0
718082,473,0
718282,473,0
718483,473,0
718684,473,0
718884,473,0
719085,473,0
719286,473,0
719486,473,0
719687,473,0
719888,473,0
720089,473,0
720289,473,0
720490,473,0
720691,473,0
720892,473,0
721093,473,0
721294,473,0
721495,473,0
721695,473,0
721896,473,0
722097,473,0
722297,473,0
722498,472,0
722699,473,0
722899,473,0
723100,473,0
723301,473,0
723502,473,0
723703,473,0
723904,473,0
724105,473,0
724305,473,0
724506,473,0
724707,473,0
724908,473,0
725108,475,0
725309,473,0
725510,473,0
725710,473,0
725911,473,0
726112,473,0
726312,473,0
726513,473,0
726715,473,0
726916,473,0
727116,473,0
727317,473,0
727518,473,0
727718,473,0
727919,473,0
728120,473,0
728321,472,0
728521,473,0
728722,473,0
728923,473,0
729123,473,0
729324,473,0
729526,473,0
729726,473,0
729927,473,0
730128,473,0
730329,473,0
730529,473,0
730730,473,0
730931,473,0
731131,473,0
731332,473,0
731533,472,0
731734,473,0
731934,473,0
732135,473,0
732337,473,0
732537,473,0
732738,473,0
732939,473,0
733139,473,0
733340,472,0
733541,472,0
733742,473,0
733942,473,0
734143,473,0
734344,473,0
734544,473,0
734745,473,0
734946,473,0
735148,473,0
735348,473,0
735549,473,1
735750,473,0
735950,473,0
736151,473,0
736352,473,0
736552,473,0
736753,473,0
736954,473,0
737155,473,0
737355,473,0
737556,472,0
737757,473,0
737958,473,0
738159,473,0
738360,473,0
738561,473,0
738761,473,0
738962,473,0
739163,473,0
739363,473,0
739564,473,0
739765,473,0
739965,473,0
740166,473,0
740367,473,0
740568,473,0
740769,473,0
740970,473,0
741171,473,0
741371,473,0
741572,473,0
741773,473,0
741974,471,0
742174,473,0
742375,473,0
742576,473,0
742776,473,0
742977,473,2
743178,473,0
743378,473,0
743580,473,0
743781,473,0
743982,473,0
744182,473,0
744383,473,0
744584,473,0
744784,473,0
744985,473,0
745186,473,0
745387,473,0
745587,473,0
745788,473,0
745989,473,0
746189,473,0
746391,473,0
746592,473,0
746792,472,0
746993,472,0
747194,473,0
747395,472,0
747595,472,0
747796,473,0
747997,473,0
748197,473,0
748398,473,0
748599,473,0
748800,473,0
749000,472,0
749202,473,0
749403,473,0
749603,473,0
749804,473,0
750005,472,0
750205,472,0
750406,472,0
750607,472,0
750808,472,0
751008,473,0
751209,472,0
751410,473,0
751610,473,0
751811,473,0
752012,473,0
752214,473,0
752414,473,0
752615,472,0
752816,472,0
753016,472,0
753217,472,0
753418,472,0
753618,472,0
753819,473,0
754020,472,0
754221,472,0
754421,472,0
754622,471,0
754823,472,0
755024,473,0
755225,471,0
755426,473,0
755627,472,0
755827,472,0
756028,472,0
756229,471,0
756429,472,0
756630,473,0
756831,472,0
757031,472,0
757232,472,0
757433,472,0
757634,472,0
757835,472,0
758036,472,0
758237,472,0
758437,472,0
758638,472,0
