Time,Angle1,Angle2,,,,,,,,,,,,,,,,,
23.7,8.256,-1.037,,,,,,,,,,,,,,,,,
23.75,8.266,-1.09,,,,,,,,,,,,,,,,,
23.8,8.284,-1.131,,,,,,,,,,,,,,,,,
23.85,8.319,-1.159,,,,,,,,,,,,,,,,,
23.9,8.284,-1.169,,,,,,,,,,,,,,,,,
23.95,8.237,-1.162,,,,,,,,,,,,,,,,,
24,8.196,-1.137,,,,,,,,,,,,,,,,,
24.05,8.168,-1.1,,,,,,,,,,,,,,,,,
24.1,8.152,-1.052,,,,,,,,,,,,,,,,,
24.15,8.152,-0.996,,,,,,,,,,,,,,,,,
24.2,8.168,-0.933,,,,,,,,,,,,,,,,,
24.25,8.2,-0.873,,,,,,,,,,,,,,,,,
24.3,8.247,-0.814,,,,,,,,,,,,,,,,,
24.35,8.303,-0.763,,,,,,,,,,,,,,,,,
24.4,8.206,-0.719,,,,,,,,,,,,,,,,,
24.45,8.146,-0.688,,,,,,,,,,,,,,,,,
24.5,8.071,-0.669,,,,,,,,,,,,,,,,,
24.55,7.992,-0.666,,,,,,,,,,,,,,,,,
24.6,7.911,-0.675,,,,,,,,,,,,,,,,,
24.65,7.829,-0.701,,,,,,,,,,,,,,,,,
24.7,7.757,-0.741,,,,,,,,,,,,,,,,,
24.75,7.691,-0.789,,,,,,,,,,,,,,,,,
24.8,7.637,-0.845,,,,,,,,,,,,,,,,,
24.85,7.596,-0.902,,,,,,,,,,,,,,,,,
24.9,7.568,-0.961,,,,,,,,,,,,,,,,,
24.95,7.556,-1.021,,,,,,,,,,,,,,,,,
25,7.556,-1.074,,,,,,,,,,,,,,,,,
25.05,7.568,-1.118,,,,,,,,,,,,,,,,,
25.1,7.593,-1.15,,,,,,,,,,,,,,,,,
25.15,7.628,-1.169,,,,,,,,,,,,,,,,,
25.2,7.662,-1.172,,,,,,,,,,,,,,,,,
25.25,7.7,-1.159,,,,,,,,,,,,,,,,,
25.3,7.728,-1.128,,,,,,,,,,,,,,,,,
25.35,7.75,-1.087,,,,,,,,,,,,,,,,,
25.4,7.76,-1.037,,,,,,,,,,,,,,,,,
25.45,7.757,-0.98,,,,,,,,,,,,,,,,,
25.5,7.741,-0.924,,,,,,,,,,,,,,,,,
25.55,7.709,-0.864,,,,,,,,,,,,,,,,,
25.6,7.669,-0.807,,,,,,,,,,,,,,,,,
25.65,7.612,-0.757,,,,,,,,,,,,,,,,,
25.7,7.549,-0.716,,,,,,,,,,,,,,,,,
25.75,7.471,-0.688,,,,,,,,,,,,,,,,,
25.8,7.386,-0.669,,,,,,,,,,,,,,,,,
25.85,7.298,-0.669,,,,,,,,,,,,,,,,,
25.9,7.21,-0.682,,,,,,,,,,,,,,,,,
25.95,7.131,-0.707,,,,,,,,,,,,,,,,,
26,7.056,-0.745,,,,,,,,,,,,,,,,,
26.05,6.993,-0.792,,,,,,,,,,,,,,,,,
26.1,6.937,-0.845,,,,,,,,,,,,,,,,,
26.15,6.896,-0.902,,,,,,,,,,,,,,,,,
26.2,6.868,-0.958,,,,,,,,,,,,,,,,,
26.25,6.855,-1.015,,,,,,,,,,,,,,,,,
26.3,6.852,-1.065,,,,,,,,,,,,,,,,,
26.35,6.864,-1.109,,,,,,,,,,,,,,,,,
26.4,6.89,-1.137,,,,,,,,,,,,,,,,,
26.45,6.918,-1.153,,,,,,,,,,,,,,,,,
26.5,6.952,-1.156,,,,,,,,,,,,,,,,,
26.55,6.984,-1.14,,,,,,,,,,,,,,,,,
26.6,7.009,-1.115,,,,,,,,,,,,,,,,,
26.65,7.028,-1.074,,,,,,,,,,,,,,,,,
26.7,7.034,-1.024,,,,,,,,,,,,,,,,,
26.75,7.031,-0.971,,,,,,,,,,,,,,,,,
26.8,7.015,-0.914,,,,,,,,,,,,,,,,,
26.85,6.984,-0.858,,,,,,,,,,,,,,,,,
26.9,6.943,-0.804,,,,,,,,,,,,,,,,,
26.95,6.89,-0.754,,,,,,,,,,,,,,,,,
27,6.827,-0.716,,,,,,,,,,,,,,,,,
27.05,6.751,-0.688,,,,,,,,,,,,,,,,,
27.1,6.673,-0.669,,,,,,,,,,,,,,,,,
27.15,6.588,-0.669,,,,,,,,,,,,,,,,,
27.2,6.503,-0.679,,,,,,,,,,,,,,,,,
27.25,6.418,-0.704,,,,,,,,,,,,,,,,,
27.3,6.34,-0.738,,,,,,,,,,,,,,,,,
27.35,6.274,-0.782,,,,,,,,,,,,,,,,,
27.4,6.214,-0.833,,,,,,,,,,,,,,,,,
27.45,6.167,-0.889,,,,,,,,,,,,,,,,,
27.5,6.136,-0.946,,,,,,,,,,,,,,,,,
27.55,6.12,-0.996,,,,,,,,,,,,,,,,,
27.6,6.117,-1.046,,,,,,,,,,,,,,,,,
27.65,6.126,-1.087,,,,,,,,,,,,,,,,,
27.7,6.145,-1.115,,,,,,,,,,,,,,,,,
27.75,6.173,-1.134,,,,,,,,,,,,,,,,,
27.8,6.208,-1.134,,,,,,,,,,,,,,,,,
27.85,6.236,-1.125,,,,,,,,,,,,,,,,,
27.9,6.264,-1.1,,,,,,,,,,,,,,,,,
27.95,6.28,-1.065,,,,,,,,,,,,,,,,,
28,6.283,-1.021,,,,,,,,,,,,,,,,,
28.05,6.274,-0.974,,,,,,,,,,,,,,,,,
28.1,6.249,-0.924,,,,,,,,,,,,,,,,,
28.15,6.211,-0.877,,,,,,,,,,,,,,,,,
28.2,6.164,-0.833,,,,,,,,,,,,,,,,,
28.25,6.107,-0.795,,,,,,,,,,,,,,,,,
28.3,6.041,-0.763,,,,,,,,,,,,,,,,,
28.35,5.966,-0.745,,,,,,,,,,,,,,,,,
28.4,5.887,-0.732,,,,,,,,,,,,,,,,,
28.45,5.809,-0.732,,,,,,,,,,,,,,,,,
28.5,5.743,-0.738,,,,,,,,,,,,,,,,,
28.55,5.68,-0.754,,,,,,,,,,,,,,,,,
28.6,5.63,-0.776,,,,,,,,,,,,,,,,,
28.65,5.642,-0.801,,,,,,,,,,,,,,,,,
28.7,5.667,-0.829,,,,,,,,,,,,,,,,,
28.75,5.683,-0.855,,,,,,,,,,,,,,,,,
28.8,5.686,-0.877,,,,,,,,,,,,,,,,,
28.85,5.683,-0.895,,,,,,,,,,,,,,,,,
28.9,5.671,-0.902,,,,,,,,,,,,,,,,,
28.95,5.655,-0.898,,,,,,,,,,,,,,,,,
29,5.642,-0.886,,,,,,,,,,,,,,,,,
29.05,5.633,-0.861,,,,,,,,,,,,,,,,,
29.1,5.63,-0.833,,,,,,,,,,,,,,,,,
29.15,5.633,-0.795,,,,,,,,,,,,,,,,,
29.2,5.649,-0.754,,,,,,,,,,,,,,,,,
29.25,5.674,-0.71,,,,,,,,,,,,,,,,,
29.3,5.708,-0.669,,,,,,,,,,,,,,,,,
29.35,5.749,-0.631,,,,,,,,,,,,,,,,,
29.4,5.796,-0.6,,,,,,,,,,,,,,,,,
29.45,5.847,-0.572,,,,,,,,,,,,,,,,,
29.5,5.9,-0.55,,,,,,,,,,,,,,,,,
29.55,5.947,-0.537,,,,,,,,,,,,,,,,,
29.6,5.994,-0.531,,,,,,,,,,,,,,,,,
29.65,6.038,-0.528,,,,,,,,,,,,,,,,,
29.7,6.076,-0.531,,,,,,,,,,,,,,,,,
29.75,6.107,-0.534,,,,,,,,,,,,,,,,,
29.8,6.129,-0.537,,,,,,,,,,,,,,,,,
29.85,6.148,-0.543,,,,,,,,,,,,,,,,,
29.9,6.158,-0.543,,,,,,,,,,,,,,,,,
29.95,6.161,-0.54,,,,,,,,,,,,,,,,,
30,6.161,-0.531,,,,,,,,,,,,,,,,,
30.05,6.161,-0.515,,,,,,,,,,,,,,,,,
30.1,6.161,-0.493,,,,,,,,,,,,,,,,,
30.15,6.164,-0.465,,,,,,,,,,,,,,,,,
30.2,6.173,-0.43,,,,,,,,,,,,,,,,,
30.25,6.11,-0.396,,,,,,,,,,,,,,,,,
30.3,6.057,-0.358,,,,,,,,,,,,,,,,,
30.35,5.73,-0.317,,,,,,,,,,,,,,,,,
30.4,5.554,-0.28,,,,,,,,,,,,,,,,,
30.45,5.485,-0.245,,,,,,,,,,,,,,,,,
30.5,5.429,-0.217,,,,,,,,,,,,,,,,,
30.55,5.369,-0.188,,,,,,,,,,,,,,,,,
30.6,5.312,-0.17,,,,,,,,,,,,,,,,,
30.65,5.256,-0.157,,,,,,,,,,,,,,,,,
30.7,5.206,-0.148,,,,,,,,,,,,,,,,,
30.75,5.162,-0.145,,,,,,,,,,,,,,,,,
30.8,5.121,-0.145,,,,,,,,,,,,,,,,,
30.85,5.093,-0.145,,,,,,,,,,,,,,,,,
30.9,5.071,-0.145,,,,,,,,,,,,,,,,,
30.95,5.058,-0.141,,,,,,,,,,,,,,,,,
31,5.052,-0.135,,,,,,,,,,,,,,,,,
31.05,5.052,-0.123,,,,,,,,,,,,,,,,,
31.1,5.055,-0.104,,,,,,,,,,,,,,,,,
31.15,5.058,-0.079,,,,,,,,,,,,,,,,,
31.2,5.061,-0.044,,,,,,,,,,,,,,,,,
31.25,5.061,-0.003,,,,,,,,,,,,,,,,,
31.3,5.058,0.028,,,,,,,,,,,,,,,,,
31.35,5.055,0.028,,,,,,,,,,,,,,,,,
31.4,5.058,0.006,,,,,,,,,,,,,,,,,
31.45,5.071,-0.013,,,,,,,,,,,,,,,,,
31.5,5.093,-0.022,,,,,,,,,,,,,,,,,
31.55,5.118,-0.019,,,,,,,,,,,,,,,,,
31.6,5.146,-0.006,,,,,,,,,,,,,,,,,
31.65,5.174,0.013,,,,,,,,,,,,,,,,,
31.7,5.202,0.025,,,,,,,,,,,,,,,,,
31.75,5.231,0.022,,,,,,,,,,,,,,,,,
31.8,5.262,0.009,,,,,,,,,,,,,,,,,
31.85,5.294,0.006,,,,,,,,,,,,,,,,,
31.9,5.328,0.006,,,,,,,,,,,,,,,,,
31.95,5.363,0.009,,,,,,,,,,,,,,,,,
32,5.391,0.016,,,,,,,,,,,,,,,,,
32.05,5.419,0.016,,,,,,,,,,,,,,,,,
32.1,5.391,0.016,,,,,,,,,,,,,,,,,
32.15,5.363,0.013,,,,,,,,,,,,,,,,,
32.2,5.338,0.009,,,,,,,,,,,,,,,,,
32.25,5.309,0.009,,,,,,,,,,,,,,,,,
32.3,5.284,0.009,,,,,,,,,,,,,,,,,
32.35,5.262,0.009,,,,,,,,,,,,,,,,,
32.4,5.237,0.009,,,,,,,,,,,,,,,,,
32.45,5.218,0.009,,,,,,,,,,,,,,,,,
32.5,5.193,0.009,,,,,,,,,,,,,,,,,
32.55,5.171,0.009,,,,,,,,,,,,,,,,,
32.6,5.149,0.009,,,,,,,,,,,,,,,,,
32.65,5.124,0.009,,,,,,,,,,,,,,,,,
32.7,5.105,0.009,,,,,,,,,,,,,,,,,
32.75,5.086,0.009,,,,,,,,,,,,,,,,,
32.8,5.067,0.009,,,,,,,,,,,,,,,,,
32.85,5.052,0.009,,,,,,,,,,,,,,,,,
32.9,5.036,0.009,,,,,,,,,,,,,,,,,
32.95,5.023,0.009,,,,,,,,,,,,,,,,,
33,5.017,0.009,,,,,,,,,,,,,,,,,
33.05,5.008,0.006,,,,,,,,,,,,,,,,,
33.1,5.001,0.006,,,,,,,,,,,,,,,,,
33.15,4.998,0.006,,,,,,,,,,,,,,,,,
33.2,4.998,0.006,,,,,,,,,,,,,,,,,
33.25,4.998,0.006,,,,,,,,,,,,,,,,,
33.3,4.998,0.003,,,,,,,,,,,,,,,,,
33.35,5.005,0.003,,,,,,,,,,,,,,,,,
33.4,5.008,0.003,,,,,,,,,,,,,,,,,
33.45,5.014,3.03E-16,,,,,,,,,,,,,,,,,
33.5,5.023,3.03E-16,,,,,,,,,,,,,,,,,
33.55,5.033,3.03E-16,,,,,,,,,,,,,,,,,
33.6,5.045,-0.003,,,,,,,,,,,,,,,,,
33.65,5.058,-0.003,,,,,,,,,,,,,,,,,
33.7,5.074,-0.003,,,,,,,,,,,,,,,,,
33.75,5.089,-0.006,,,,,,,,,,,,,,,,,
33.8,5.105,-0.006,,,,,,,,,,,,,,,,,
33.85,5.118,-0.009,,,,,,,,,,,,,,,,,
33.9,5.137,-0.009,,,,,,,,,,,,,,,,,
33.95,5.149,-0.009,,,,,,,,,,,,,,,,,
34,5.165,-0.009,,,,,,,,,,,,,,,,,
34.05,5.177,-0.009,,,,,,,,,,,,,,,,,
34.1,5.19,-0.006,,,,,,,,,,,,,,,,,
34.15,5.202,-0.003,,,,,,,,,,,,,,,,,
34.2,5.215,-0.003,,,,,,,,,,,,,,,,,
34.25,5.224,-0.003,,,,,,,,,,,,,,,,,
34.3,5.237,-0.003,,,,,,,,,,,,,,,,,
34.35,5.246,-0.003,,,,,,,,,,,,,,,,,
34.4,5.256,-0.003,,,,,,,,,,,,,,,,,
34.45,5.265,-0.003,,,,,,,,,,,,,,,,,
34.5,5.275,-0.003,,,,,,,,,,,,,,,,,
34.55,5.287,-0.003,,,,,,,,,,,,,,,,,
34.6,5.3,-0.003,,,,,,,,,,,,,,,,,
34.65,5.312,-0.003,,,,,,,,,,,,,,,,,
34.7,5.325,-0.003,,,,,,,,,,,,,,,,,
34.75,5.338,-0.003,,,,,,,,,,,,,,,,,
34.8,5.353,-0.003,,,,,,,,,,,,,,,,,
34.85,5.369,-0.006,,,,,,,,,,,,,,,,,
34.9,5.382,-0.006,,,,,,,,,,,,,,,,,
34.95,5.397,-0.006,,,,,,,,,,,,,,,,,
35,5.413,-0.009,,,,,,,,,,,,,,,,,
35.05,5.268,-0.009,,,,,,,,,,,,,,,,,
35.1,5.253,-0.009,,,,,,,,,,,,,,,,,
35.15,5.234,-0.009,,,,,,,,,,,,,,,,,
35.2,5.218,-0.006,,,,,,,,,,,,,,,,,
35.25,5.202,-0.006,,,,,,,,,,,,,,,,,
35.3,5.187,-0.006,,,,,,,,,,,,,,,,,
35.35,5.174,-0.006,,,,,,,,,,,,,,,,,
35.4,5.158,-0.006,,,,,,,,,,,,,,,,,
35.45,5.143,-0.006,,,,,,,,,,,,,,,,,
35.5,5.13,-0.006,,,,,,,,,,,,,,,,,
35.55,5.115,-0.006,,,,,,,,,,,,,,,,,
35.6,5.102,-0.006,,,,,,,,,,,,,,,,,
35.65,5.086,-0.006,,,,,,,,,,,,,,,,,
35.7,5.074,-0.006,,,,,,,,,,,,,,,,,
35.75,5.061,-0.006,,,,,,,,,,,,,,,,,
35.8,5.045,-0.006,,,,,,,,,,,,,,,,,
35.85,5.033,-0.006,,,,,,,,,,,,,,,,,
35.9,5.02,-0.006,,,,,,,,,,,,,,,,,
35.95,5.008,-0.006,,,,,,,,,,,,,,,,,
36,4.995,-0.006,,,,,,,,,,,,,,,,,
36.05,4.983,-0.006,,,,,,,,,,,,,,,,,
36.1,4.97,-0.006,,,,,,,,,,,,,,,,,
36.15,4.957,-0.006,,,,,,,,,,,,,,,,,
36.2,4.945,-0.006,,,,,,,,,,,,,,,,,
36.25,4.929,-0.006,,,,,,,,,,,,,,,,,
36.3,4.917,-0.006,,,,,,,,,,,,,,,,,
36.35,4.904,-0.006,,,,,,,,,,,,,,,,,
36.4,4.891,-0.003,,,,,,,,,,,,,,,,,
36.45,4.879,-0.003,,,,,,,,,,,,,,,,,
36.5,4.866,-0.003,,,,,,,,,,,,,,,,,
36.55,4.854,-0.003,,,,,,,,,,,,,,,,,
36.6,4.841,-0.003,,,,,,,,,,,,,,,,,
36.65,4.829,-0.003,,,,,,,,,,,,,,,,,
36.7,4.816,-0.003,,,,,,,,,,,,,,,,,
36.75,4.803,-0.003,,,,,,,,,,,,,,,,,
36.8,4.791,-0.003,,,,,,,,,,,,,,,,,
36.85,4.778,-0.003,,,,,,,,,,,,,,,,,
36.9,4.766,-0.003,,,,,,,,,,,,,,,,,
36.95,4.753,-0.003,,,,,,,,,,,,,,,,,
37,4.744,-0.003,,,,,,,,,,,,,,,,,
37.05,4.731,-0.003,,,,,,,,,,,,,,,,,
37.1,4.719,-0.003,,,,,,,,,,,,,,,,,
37.15,4.709,-0.003,,,,,,,,,,,,,,,,,
37.2,4.697,-0.003,,,,,,,,,,,,,,,,,
37.25,4.687,-0.003,,,,,,,,,,,,,,,,,
37.3,4.675,-0.003,,,,,,,,,,,,,,,,,
37.35,4.665,-0.003,,,,,,,,,,,,,,,,,
37.4,4.653,-0.003,,,,,,,,,,,,,,,,,
37.45,4.643,-0.003,,,,,,,,,,,,,,,,,
37.5,4.634,-0.003,,,,,,,,,,,,,,,,,
37.55,4.621,-0.003,,,,,,,,,,,,,,,,,
37.6,4.615,-0.003,,,,,,,,,,,,,,,,,
37.65,4.602,-0.003,,,,,,,,,,,,,,,,,
37.7,4.593,-0.003,,,,,,,,,,,,,,,,,
37.75,4.584,-0.003,,,,,,,,,,,,,,,,,
37.8,4.574,-0.003,,,,,,,,,,,,,,,,,
37.85,4.568,-0.003,,,,,,,,,,,,,,,,,
37.9,4.558,-0.003,,,,,,,,,,,,,,,,,
