Time,Position1,Position2,,,,,,,,,,,,,,,,,
21.1,0.2088,-0.0239,,,,,,,,,,,,,,,,,
21.15,0.2086,-0.0256,,,,,,,,,,,,,,,,,
21.2,0.2086,-0.0271,,,,,,,,,,,,,,,,,
21.25,0.2092,-0.0283,,,,,,,,,,,,,,,,,
21.3,0.2101,-0.0291,,,,,,,,,,,,,,,,,
21.35,0.2113,-0.0295,,,,,,,,,,,,,,,,,
21.4,0.2125,-0.0295,,,,,,,,,,,,,,,,,
21.45,0.2137,-0.029,,,,,,,,,,,,,,,,,
21.5,0.2146,-0.0281,,,,,,,,,,,,,,,,,
21.55,0.2152,-0.0268,,,,,,,,,,,,,,,,,
21.6,0.2155,-0.0253,,,,,,,,,,,,,,,,,
21.65,0.2155,-0.0238,,,,,,,,,,,,,,,,,
21.7,0.2149,-0.022,,,,,,,,,,,,,,,,,
21.75,0.214,-0.0204,,,,,,,,,,,,,,,,,
21.8,0.2128,-0.0189,,,,,,,,,,,,,,,,,
21.85,0.2113,-0.0175,,,,,,,,,,,,,,,,,
21.9,0.2095,-0.0166,,,,,,,,,,,,,,,,,
21.95,0.2076,-0.0159,,,,,,,,,,,,,,,,,
22,0.2055,-0.0156,,,,,,,,,,,,,,,,,
22.05,0.2033,-0.0157,,,,,,,,,,,,,,,,,
22.1,0.2012,-0.0163,,,,,,,,,,,,,,,,,
22.15,0.1993,-0.0172,,,,,,,,,,,,,,,,,
22.2,0.1975,-0.0184,,,,,,,,,,,,,,,,,
22.25,0.1967,-0.0197,,,,,,,,,,,,,,,,,
22.3,0.1978,-0.0213,,,,,,,,,,,,,,,,,
22.35,0.1985,-0.0229,,,,,,,,,,,,,,,,,
22.4,0.1987,-0.0246,,,,,,,,,,,,,,,,,
22.45,0.1986,-0.0261,,,,,,,,,,,,,,,,,
22.5,0.1979,-0.0274,,,,,,,,,,,,,,,,,
22.55,0.1969,-0.0282,,,,,,,,,,,,,,,,,
22.6,0.1974,-0.0287,,,,,,,,,,,,,,,,,
22.65,0.1982,-0.0288,,,,,,,,,,,,,,,,,
22.7,0.1992,-0.0283,,,,,,,,,,,,,,,,,
22.75,0.2,-0.0275,,,,,,,,,,,,,,,,,
22.8,0.2006,-0.0262,,,,,,,,,,,,,,,,,
22.85,0.2008,-0.0248,,,,,,,,,,,,,,,,,
22.9,0.2008,-0.0232,,,,,,,,,,,,,,,,,
22.95,0.2003,-0.0215,,,,,,,,,,,,,,,,,
23,0.1996,-0.0199,,,,,,,,,,,,,,,,,
23.05,0.1984,-0.0184,,,,,,,,,,,,,,,,,
23.1,0.1969,-0.0169,,,,,,,,,,,,,,,,,
23.15,0.1972,-0.0159,,,,,,,,,,,,,,,,,
23.2,0.1992,-0.0152,,,,,,,,,,,,,,,,,
23.25,0.2014,-0.0148,,,,,,,,,,,,,,,,,
23.3,0.2036,-0.0149,,,,,,,,,,,,,,,,,
23.35,0.2057,-0.0154,,,,,,,,,,,,,,,,,
23.4,0.2077,-0.0162,,,,,,,,,,,,,,,,,
23.45,0.2095,-0.0173,,,,,,,,,,,,,,,,,
23.5,0.2084,-0.0187,,,,,,,,,,,,,,,,,
23.55,0.199,-0.0202,,,,,,,,,,,,,,,,,
23.6,0.198,-0.0217,,,,,,,,,,,,,,,,,
23.65,0.1973,-0.0233,,,,,,,,,,,,,,,,,
23.7,0.1971,-0.0247,,,,,,,,,,,,,,,,,
23.75,0.1973,-0.026,,,,,,,,,,,,,,,,,
23.8,0.1978,-0.027,,,,,,,,,,,,,,,,,
23.85,0.1986,-0.0277,,,,,,,,,,,,,,,,,
23.9,0.1978,-0.0279,,,,,,,,,,,,,,,,,
23.95,0.1966,-0.0277,,,,,,,,,,,,,,,,,
24,0.1957,-0.0271,,,,,,,,,,,,,,,,,
24.05,0.195,-0.0262,,,,,,,,,,,,,,,,,
24.1,0.1946,-0.0251,,,,,,,,,,,,,,,,,
24.15,0.1946,-0.0238,,,,,,,,,,,,,,,,,
24.2,0.195,-0.0223,,,,,,,,,,,,,,,,,
24.25,0.1957,-0.0208,,,,,,,,,,,,,,,,,
24.3,0.1969,-0.0194,,,,,,,,,,,,,,,,,
24.35,0.1982,-0.0182,,,,,,,,,,,,,,,,,
24.4,0.1959,-0.0172,,,,,,,,,,,,,,,,,
24.45,0.1945,-0.0164,,,,,,,,,,,,,,,,,
24.5,0.1927,-0.016,,,,,,,,,,,,,,,,,
24.55,0.1908,-0.0159,,,,,,,,,,,,,,,,,
24.6,0.1888,-0.0161,,,,,,,,,,,,,,,,,
24.65,0.1869,-0.0167,,,,,,,,,,,,,,,,,
24.7,0.1852,-0.0177,,,,,,,,,,,,,,,,,
24.75,0.1836,-0.0188,,,,,,,,,,,,,,,,,
24.8,0.1823,-0.0202,,,,,,,,,,,,,,,,,
24.85,0.1813,-0.0215,,,,,,,,,,,,,,,,,
24.9,0.1807,-0.0229,,,,,,,,,,,,,,,,,
24.95,0.1804,-0.0244,,,,,,,,,,,,,,,,,
25,0.1804,-0.0256,,,,,,,,,,,,,,,,,
25.05,0.1807,-0.0267,,,,,,,,,,,,,,,,,
25.1,0.1813,-0.0274,,,,,,,,,,,,,,,,,
25.15,0.1821,-0.0279,,,,,,,,,,,,,,,,,
25.2,0.1829,-0.028,,,,,,,,,,,,,,,,,
25.25,0.1838,-0.0277,,,,,,,,,,,,,,,,,
25.3,0.1845,-0.0269,,,,,,,,,,,,,,,,,
25.35,0.185,-0.0259,,,,,,,,,,,,,,,,,
25.4,0.1852,-0.0247,,,,,,,,,,,,,,,,,
25.45,0.1852,-0.0234,,,,,,,,,,,,,,,,,
25.5,0.1848,-0.022,,,,,,,,,,,,,,,,,
25.55,0.184,-0.0206,,,,,,,,,,,,,,,,,
25.6,0.1831,-0.0193,,,,,,,,,,,,,,,,,
25.65,0.1817,-0.0181,,,,,,,,,,,,,,,,,
25.7,0.1802,-0.0171,,,,,,,,,,,,,,,,,
25.75,0.1783,-0.0164,,,,,,,,,,,,,,,,,
25.8,0.1763,-0.016,,,,,,,,,,,,,,,,,
25.85,0.1742,-0.016,,,,,,,,,,,,,,,,,
25.9,0.1721,-0.0163,,,,,,,,,,,,,,,,,
25.95,0.1702,-0.0169,,,,,,,,,,,,,,,,,
26,0.1684,-0.0178,,,,,,,,,,,,,,,,,
26.05,0.1669,-0.0189,,,,,,,,,,,,,,,,,
26.1,0.1656,-0.0202,,,,,,,,,,,,,,,,,
26.15,0.1646,-0.0215,,,,,,,,,,,,,,,,,
26.2,0.1639,-0.0229,,,,,,,,,,,,,,,,,
26.25,0.1636,-0.0242,,,,,,,,,,,,,,,,,
26.3,0.1636,-0.0254,,,,,,,,,,,,,,,,,
26.35,0.1639,-0.0265,,,,,,,,,,,,,,,,,
26.4,0.1645,-0.0271,,,,,,,,,,,,,,,,,
26.45,0.1651,-0.0275,,,,,,,,,,,,,,,,,
26.5,0.166,-0.0276,,,,,,,,,,,,,,,,,
26.55,0.1667,-0.0272,,,,,,,,,,,,,,,,,
26.6,0.1673,-0.0266,,,,,,,,,,,,,,,,,
26.65,0.1678,-0.0256,,,,,,,,,,,,,,,,,
26.7,0.1679,-0.0244,,,,,,,,,,,,,,,,,
26.75,0.1678,-0.0232,,,,,,,,,,,,,,,,,
26.8,0.1675,-0.0218,,,,,,,,,,,,,,,,,
26.85,0.1667,-0.0205,,,,,,,,,,,,,,,,,
26.9,0.1657,-0.0192,,,,,,,,,,,,,,,,,
26.95,0.1645,-0.018,,,,,,,,,,,,,,,,,
27,0.163,-0.0171,,,,,,,,,,,,,,,,,
27.05,0.1612,-0.0164,,,,,,,,,,,,,,,,,
27.1,0.1593,-0.016,,,,,,,,,,,,,,,,,
27.15,0.1573,-0.016,,,,,,,,,,,,,,,,,
27.2,0.1552,-0.0162,,,,,,,,,,,,,,,,,
27.25,0.1532,-0.0168,,,,,,,,,,,,,,,,,
27.3,0.1513,-0.0176,,,,,,,,,,,,,,,,,
27.35,0.1498,-0.0187,,,,,,,,,,,,,,,,,
27.4,0.1483,-0.0199,,,,,,,,,,,,,,,,,
27.45,0.1472,-0.0212,,,,,,,,,,,,,,,,,
27.5,0.1465,-0.0226,,,,,,,,,,,,,,,,,
27.55,0.1461,-0.0238,,,,,,,,,,,,,,,,,
27.6,0.146,-0.025,,,,,,,,,,,,,,,,,
27.65,0.1462,-0.0259,,,,,,,,,,,,,,,,,
27.7,0.1467,-0.0266,,,,,,,,,,,,,,,,,
27.75,0.1474,-0.0271,,,,,,,,,,,,,,,,,
27.8,0.1482,-0.0271,,,,,,,,,,,,,,,,,
27.85,0.1489,-0.0268,,,,,,,,,,,,,,,,,
27.9,0.1495,-0.0262,,,,,,,,,,,,,,,,,
27.95,0.1499,-0.0254,,,,,,,,,,,,,,,,,
28,0.15,-0.0244,,,,,,,,,,,,,,,,,
28.05,0.1498,-0.0232,,,,,,,,,,,,,,,,,
28.1,0.1492,-0.022,,,,,,,,,,,,,,,,,
28.15,0.1483,-0.0209,,,,,,,,,,,,,,,,,
28.2,0.1471,-0.0199,,,,,,,,,,,,,,,,,
28.25,0.1458,-0.019,,,,,,,,,,,,,,,,,
28.3,0.1442,-0.0182,,,,,,,,,,,,,,,,,
28.35,0.1424,-0.0178,,,,,,,,,,,,,,,,,
28.4,0.1405,-0.0175,,,,,,,,,,,,,,,,,
28.45,0.1387,-0.0175,,,,,,,,,,,,,,,,,
28.5,0.1371,-0.0176,,,,,,,,,,,,,,,,,
28.55,0.1356,-0.018,,,,,,,,,,,,,,,,,
28.6,0.1344,-0.0185,,,,,,,,,,,,,,,,,
28.65,0.1347,-0.0191,,,,,,,,,,,,,,,,,
28.7,0.1353,-0.0198,,,,,,,,,,,,,,,,,
28.75,0.1357,-0.0204,,,,,,,,,,,,,,,,,
28.8,0.1357,-0.0209,,,,,,,,,,,,,,,,,
28.85,0.1357,-0.0214,,,,,,,,,,,,,,,,,
28.9,0.1354,-0.0215,,,,,,,,,,,,,,,,,
28.95,0.135,-0.0214,,,,,,,,,,,,,,,,,
29,0.1347,-0.0211,,,,,,,,,,,,,,,,,
29.05,0.1345,-0.0205,,,,,,,,,,,,,,,,,
29.1,0.1344,-0.0199,,,,,,,,,,,,,,,,,
29.15,0.1345,-0.019,,,,,,,,,,,,,,,,,
29.2,0.1348,-0.018,,,,,,,,,,,,,,,,,
29.25,0.1354,-0.0169,,,,,,,,,,,,,,,,,
29.3,0.1363,-0.016,,,,,,,,,,,,,,,,,
29.35,0.1372,-0.0151,,,,,,,,,,,,,,,,,
29.4,0.1384,-0.0143,,,,,,,,,,,,,,,,,
29.45,0.1396,-0.0136,,,,,,,,,,,,,,,,,
29.5,0.1408,-0.0131,,,,,,,,,,,,,,,,,
29.55,0.142,-0.0128,,,,,,,,,,,,,,,,,
29.6,0.1431,-0.0127,,,,,,,,,,,,,,,,,
29.65,0.1441,-0.0126,,,,,,,,,,,,,,,,,
29.7,0.145,-0.0127,,,,,,,,,,,,,,,,,
29.75,0.1458,-0.0127,,,,,,,,,,,,,,,,,
29.8,0.1463,-0.0128,,,,,,,,,,,,,,,,,
29.85,0.1468,-0.013,,,,,,,,,,,,,,,,,
29.9,0.147,-0.013,,,,,,,,,,,,,,,,,
29.95,0.1471,-0.0129,,,,,,,,,,,,,,,,,
30,0.1471,-0.0127,,,,,,,,,,,,,,,,,
30.05,0.1471,-0.0123,,,,,,,,,,,,,,,,,
30.1,0.1471,-0.0118,,,,,,,,,,,,,,,,,
30.15,0.1471,-0.0111,,,,,,,,,,,,,,,,,
30.2,0.1474,-0.0103,,,,,,,,,,,,,,,,,
30.25,0.1459,-0.0094,,,,,,,,,,,,,,,,,
30.3,0.1446,-0.0085,,,,,,,,,,,,,,,,,
30.35,0.1368,-0.0076,,,,,,,,,,,,,,,,,
30.4,0.1326,-0.0067,,,,,,,,,,,,,,,,,
30.45,0.1309,-0.0058,,,,,,,,,,,,,,,,,
30.5,0.1296,-0.0052,,,,,,,,,,,,,,,,,
30.55,0.1282,-0.0045,,,,,,,,,,,,,,,,,
30.6,0.1268,-0.004,,,,,,,,,,,,,,,,,
30.65,0.1255,-0.0037,,,,,,,,,,,,,,,,,
30.7,0.1243,-0.0035,,,,,,,,,,,,,,,,,
30.75,0.1232,-0.0034,,,,,,,,,,,,,,,,,
30.8,0.1222,-0.0034,,,,,,,,,,,,,,,,,
30.85,0.1216,-0.0034,,,,,,,,,,,,,,,,,
30.9,0.121,-0.0034,,,,,,,,,,,,,,,,,
30.95,0.1207,-0.0034,,,,,,,,,,,,,,,,,
31,0.1206,-0.0032,,,,,,,,,,,,,,,,,
31.05,0.1206,-0.0029,,,,,,,,,,,,,,,,,
31.1,0.1207,-0.0025,,,,,,,,,,,,,,,,,
31.15,0.1207,-0.0019,,,,,,,,,,,,,,,,,
31.2,0.1208,-0.001,,,,,,,,,,,,,,,,,
31.25,0.1208,-7.50E-05,,,,,,,,,,,,,,,,,
31.3,0.1207,6.75E-04,,,,,,,,,,,,,,,,,
31.35,0.1207,6.75E-04,,,,,,,,,,,,,,,,,
31.4,0.1207,1.50E-04,,,,,,,,,,,,,,,,,
31.45,0.121,-3.00E-04,,,,,,,,,,,,,,,,,
31.5,0.1216,-5.25E-04,,,,,,,,,,,,,,,,,
31.55,0.1222,-4.50E-04,,,,,,,,,,,,,,,,,
31.6,0.1228,-1.50E-04,,,,,,,,,,,,,,,,,
31.65,0.1235,3.00E-04,,,,,,,,,,,,,,,,,
31.7,0.1242,6.00E-04,,,,,,,,,,,,,,,,,
31.75,0.1249,5.25E-04,,,,,,,,,,,,,,,,,
31.8,0.1256,2.25E-04,,,,,,,,,,,,,,,,,
31.85,0.1264,1.50E-04,,,,,,,,,,,,,,,,,
31.9,0.1272,1.50E-04,,,,,,,,,,,,,,,,,
31.95,0.128,2.25E-04,,,,,,,,,,,,,,,,,
32,0.1287,3.75E-04,,,,,,,,,,,,,,,,,
32.05,0.1294,3.75E-04,,,,,,,,,,,,,,,,,
32.1,0.1287,3.75E-04,,,,,,,,,,,,,,,,,
32.15,0.128,3.00E-04,,,,,,,,,,,,,,,,,
32.2,0.1274,2.25E-04,,,,,,,,,,,,,,,,,
32.25,0.1267,2.25E-04,,,,,,,,,,,,,,,,,
32.3,0.1261,2.25E-04,,,,,,,,,,,,,,,,,
32.35,0.1256,2.25E-04,,,,,,,,,,,,,,,,,
32.4,0.125,2.25E-04,,,,,,,,,,,,,,,,,
32.45,0.1246,2.25E-04,,,,,,,,,,,,,,,,,
32.5,0.124,2.25E-04,,,,,,,,,,,,,,,,,
32.55,0.1234,2.25E-04,,,,,,,,,,,,,,,,,
32.6,0.1229,2.25E-04,,,,,,,,,,,,,,,,,
32.65,0.1223,2.25E-04,,,,,,,,,,,,,,,,,
32.7,0.1219,2.25E-04,,,,,,,,,,,,,,,,,
32.75,0.1214,2.25E-04,,,,,,,,,,,,,,,,,
32.8,0.121,2.25E-04,,,,,,,,,,,,,,,,,
32.85,0.1206,2.25E-04,,,,,,,,,,,,,,,,,
32.9,0.1202,2.25E-04,,,,,,,,,,,,,,,,,
32.95,0.1199,2.25E-04,,,,,,,,,,,,,,,,,
33,0.1198,2.25E-04,,,,,,,,,,,,,,,,,
33.05,0.1195,1.50E-04,,,,,,,,,,,,,,,,,
33.1,0.1194,1.50E-04,,,,,,,,,,,,,,,,,
33.15,0.1193,1.50E-04,,,,,,,,,,,,,,,,,
33.2,0.1193,1.50E-04,,,,,,,,,,,,,,,,,
33.25,0.1193,1.50E-04,,,,,,,,,,,,,,,,,
33.3,0.1193,7.50E-05,,,,,,,,,,,,,,,,,
33.35,0.1195,7.50E-05,,,,,,,,,,,,,,,,,
33.4,0.1195,7.50E-05,,,,,,,,,,,,,,,,,
33.45,0.1197,7.23E-18,,,,,,,,,,,,,,,,,
33.5,0.1199,7.23E-18,,,,,,,,,,,,,,,,,
33.55,0.1201,7.23E-18,,,,,,,,,,,,,,,,,
33.6,0.1204,-7.50E-05,,,,,,,,,,,,,,,,,
33.65,0.1207,-7.50E-05,,,,,,,,,,,,,,,,,
33.7,0.1211,-7.50E-05,,,,,,,,,,,,,,,,,
33.75,0.1215,-1.50E-04,,,,,,,,,,,,,,,,,
33.8,0.1219,-1.50E-04,,,,,,,,,,,,,,,,,
33.85,0.1222,-2.25E-04,,,,,,,,,,,,,,,,,
33.9,0.1226,-2.25E-04,,,,,,,,,,,,,,,,,
33.95,0.1229,-2.25E-04,,,,,,,,,,,,,,,,,
34,0.1233,-2.25E-04,,,,,,,,,,,,,,,,,
34.05,0.1236,-2.25E-04,,,,,,,,,,,,,,,,,
34.1,0.1239,-1.50E-04,,,,,,,,,,,,,,,,,
34.15,0.1242,-7.50E-05,,,,,,,,,,,,,,,,,
34.2,0.1245,-7.50E-05,,,,,,,,,,,,,,,,,
34.25,0.1247,-7.50E-05,,,,,,,,,,,,,,,,,
34.3,0.125,-7.50E-05,,,,,,,,,,,,,,,,,
34.35,0.1252,-7.50E-05,,,,,,,,,,,,,,,,,
34.4,0.1255,-7.50E-05,,,,,,,,,,,,,,,,,
34.45,0.1257,-7.50E-05,,,,,,,,,,,,,,,,,
34.5,0.1259,-7.50E-05,,,,,,,,,,,,,,,,,
34.55,0.1262,-7.50E-05,,,,,,,,,,,,,,,,,
34.6,0.1265,-7.50E-05,,,,,,,,,,,,,,,,,
34.65,0.1268,-7.50E-05,,,,,,,,,,,,,,,,,
34.7,0.1271,-7.50E-05,,,,,,,,,,,,,,,,,
34.75,0.1274,-7.50E-05,,,,,,,,,,,,,,,,,
34.8,0.1278,-7.50E-05,,,,,,,,,,,,,,,,,
34.85,0.1282,-1.50E-04,,,,,,,,,,,,,,,,,
34.9,0.1285,-1.50E-04,,,,,,,,,,,,,,,,,
34.95,0.1288,-1.50E-04,,,,,,,,,,,,,,,,,
35,0.1292,-2.25E-04,,,,,,,,,,,,,,,,,
35.05,0.1258,-2.25E-04,,,,,,,,,,,,,,,,,
35.1,0.1254,-2.25E-04,,,,,,,,,,,,,,,,,
35.15,0.1249,-2.25E-04,,,,,,,,,,,,,,,,,
35.2,0.1246,-1.50E-04,,,,,,,,,,,,,,,,,
35.25,0.1242,-1.50E-04,,,,,,,,,,,,,,,,,
35.3,0.1238,-1.50E-04,,,,,,,,,,,,,,,,,
35.35,0.1235,-1.50E-04,,,,,,,,,,,,,,,,,
35.4,0.1231,-1.50E-04,,,,,,,,,,,,,,,,,
35.45,0.1228,-1.50E-04,,,,,,,,,,,,,,,,,
35.5,0.1225,-1.50E-04,,,,,,,,,,,,,,,,,
35.55,0.1221,-1.50E-04,,,,,,,,,,,,,,,,,
35.6,0.1218,-1.50E-04,,,,,,,,,,,,,,,,,
35.65,0.1214,-1.50E-04,,,,,,,,,,,,,,,,,
35.7,0.1211,-1.50E-04,,,,,,,,,,,,,,,,,
35.75,0.1208,-1.50E-04,,,,,,,,,,,,,,,,,
35.8,0.1204,-1.50E-04,,,,,,,,,,,,,,,,,
35.85,0.1201,-1.50E-04,,,,,,,,,,,,,,,,,
35.9,0.1198,-1.50E-04,,,,,,,,,,,,,,,,,
35.95,0.1195,-1.50E-04,,,,,,,,,,,,,,,,,
36,0.1192,-1.50E-04,,,,,,,,,,,,,,,,,
36.05,0.1189,-1.50E-04,,,,,,,,,,,,,,,,,
36.1,0.1186,-1.50E-04,,,,,,,,,,,,,,,,,
36.15,0.1183,-1.50E-04,,,,,,,,,,,,,,,,,
36.2,0.118,-1.50E-04,,,,,,,,,,,,,,,,,
36.25,0.1177,-1.50E-04,,,,,,,,,,,,,,,,,
36.3,0.1174,-1.50E-04,,,,,,,,,,,,,,,,,
36.35,0.1171,-1.50E-04,,,,,,,,,,,,,,,,,
36.4,0.1168,-7.50E-05,,,,,,,,,,,,,,,,,
36.45,0.1165,-7.50E-05,,,,,,,,,,,,,,,,,
36.5,0.1162,-7.50E-05,,,,,,,,,,,,,,,,,
36.55,0.1159,-7.50E-05,,,,,,,,,,,,,,,,,
36.6,0.1156,-7.50E-05,,,,,,,,,,,,,,,,,
36.65,0.1153,-7.50E-05,,,,,,,,,,,,,,,,,
36.7,0.115,-7.50E-05,,,,,,,,,,,,,,,,,
36.75,0.1147,-7.50E-05,,,,,,,,,,,,,,,,,
36.8,0.1144,-7.50E-05,,,,,,,,,,,,,,,,,
36.85,0.1141,-7.50E-05,,,,,,,,,,,,,,,,,
36.9,0.1138,-7.50E-05,,,,,,,,,,,,,,,,,
36.95,0.1135,-7.50E-05,,,,,,,,,,,,,,,,,
37,0.1132,-7.50E-05,,,,,,,,,,,,,,,,,
37.05,0.1129,-7.50E-05,,,,,,,,,,,,,,,,,
37.1,0.1126,-7.50E-05,,,,,,,,,,,,,,,,,
37.15,0.1124,-7.50E-05,,,,,,,,,,,,,,,,,
37.2,0.1121,-7.50E-05,,,,,,,,,,,,,,,,,
37.25,0.1119,-7.50E-05,,,,,,,,,,,,,,,,,
37.3,0.1116,-7.50E-05,,,,,,,,,,,,,,,,,
37.35,0.1114,-7.50E-05,,,,,,,,,,,,,,,,,
37.4,0.1111,-7.50E-05,,,,,,,,,,,,,,,,,
37.45,0.1108,-7.50E-05,,,,,,,,,,,,,,,,,
37.5,0.1106,-7.50E-05,,,,,,,,,,,,,,,,,
37.55,0.1103,-7.50E-05,,,,,,,,,,,,,,,,,
37.6,0.1102,-7.50E-05,,,,,,,,,,,,,,,,,
37.65,0.1099,-7.50E-05,,,,,,,,,,,,,,,,,
37.7,0.1096,-7.50E-05,,,,,,,,,,,,,,,,,
37.75,0.1094,-7.50E-05,,,,,,,,,,,,,,,,,
37.8,0.1092,-7.50E-05,,,,,,,,,,,,,,,,,
37.85,0.109,-7.50E-05,,,,,,,,,,,,,,,,,
37.9,0.1088,-7.50E-05,,,,,,,,,,,,,,,,,
