"Time (s) Run #1","x-Position, Object #1 (m) Run #1","y-Position, Object #1 (m) Run #1","x-Velocity, Object #1 (m/s) Run #1","y-Velocity, Object #1 (m/s) Run #1","x-Acceleration, Object #1 (m/s²) Run #1","y-Acceleration, Object #1 (m/s²) Run #1","Time (s) Run #2","Angle, 004-000 (rad) Run #2","Angular Velocity, 004-000 (rad/s) Run #2","Angular Acceleration, 004-000 (rad/s²) Run #2","Position, 004-000 (m) Run #2","Velocity, 004-000 (m/s) Run #2","Acceleration, 004-000 (m/s²) Run #2","Angle, 670-231 (rad) Run #2","Angular Velocity, 670-231 (rad/s) Run #2","Angular Acceleration, 670-231 (rad/s²) Run #2","Position, 670-231 (m) Run #2","Velocity, 670-231 (m/s) Run #2","Acceleration, 670-231 (m/s²) Run #2"
,,,,,,,17.900,-10.622,-0.398,1.047,-0.2536,-0.009,0.025,0.025,-0.199,0.908,6.0000E-4,-0.005,0.022
,,,,,,,17.950,-10.637,-0.346,0.908,-0.2539,-0.008,0.022,0.013,-0.147,1.047,3.0000E-4,-0.003,0.025
,,,,,,,18.000,-10.656,-0.304,0.698,-0.2544,-0.007,0.017,0.009,-0.094,1.117,2.2500E-4,-0.002,0.027
,,,,,,,18.050,-10.669,-0.272,0.349,-0.2547,-0.006,0.008,0.006,-0.031,1.187,1.5000E-4,-7.500E-4,0.028
,,,,,,,18.100,-10.681,-0.262,-0.070,-0.2550,-0.006,-0.002,0.003,0.021,1.292,7.5000E-5,5.000E-4,0.031
,,,,,,,18.150,-10.694,-0.283,-0.489,-0.2553,-0.007,-0.012,0.009,0.094,1.326,2.2500E-4,0.002,0.032
,,,,,,,18.200,-10.710,-0.314,-0.838,-0.2557,-0.007,-0.020,0.013,0.168,1.222,3.0000E-4,0.004,0.029
,,,,,,,18.250,-10.725,-0.367,-1.082,-0.2560,-0.009,-0.026,0.025,0.220,0.942,6.0000E-4,0.005,0.022
,,,,,,,18.300,-10.744,-0.429,-1.187,-0.2565,-0.010,-0.028,0.038,0.262,0.663,9.0000E-4,0.006,0.016
,,,,,,,18.350,-10.769,-0.492,-1.187,-0.2571,-0.012,-0.028,0.050,0.283,0.419,0.0012,0.007,0.010
,,,,,,,18.400,-10.795,-0.545,-1.257,-0.2577,-0.013,-0.030,0.066,0.304,0.140,0.0016,0.007,0.003
,,,,,,,18.450,-10.823,-0.607,-1.396,-0.2584,-0.014,-0.033,0.082,0.304,-0.175,0.0019,0.007,-0.004
,,,,,,,18.500,-10.854,-0.691,-1.431,-0.2591,-0.016,-0.034,0.097,0.283,-0.489,0.0023,0.007,-0.012
,,,,,,,18.550,-10.892,-0.764,-1.222,-0.2600,-0.018,-0.029,0.110,0.251,-0.733,0.0026,0.006,-0.017
,,,,,,,18.600,-10.933,-0.817,-0.908,-0.2610,-0.019,-0.022,0.123,0.209,-0.908,0.0029,0.005,-0.022
,,,,,,,18.650,-10.974,-0.848,-0.663,-0.2620,-0.020,-0.016,0.132,0.157,-1.012,0.0031,0.004,-0.024
,,,,,,,18.700,-11.018,-0.880,-0.489,-0.2630,-0.021,-0.012,0.138,0.105,-1.082,0.0033,0.002,-0.026
,,,,,,,18.750,-11.062,-0.901,-0.279,-0.2641,-0.021,-0.007,0.141,0.052,-1.152,0.0034,0.001,-0.027
,,,,,,,18.800,-11.109,-0.911,1.121E-13,-0.2652,-0.022,3.088E-15,0.145,-0.010,-1.187,0.0034,-2.500E-4,-0.028
,,,,,,,18.850,-11.153,-0.901,0.279,-0.2662,-0.021,0.007,0.141,-0.073,-1.152,0.0034,-0.002,-0.027
,,,,,,,18.900,-11.200,-0.880,0.593,-0.2674,-0.021,0.014,0.135,-0.126,-1.082,0.0032,-0.003,-0.026
,,,,,,,18.950,-11.241,-0.848,0.942,-0.2683,-0.020,0.022,0.129,-0.178,-0.977,0.0031,-0.004,-0.023
,,,,,,,19.000,-11.285,-0.785,1.257,-0.2694,-0.019,0.030,0.119,-0.230,-0.768,0.0028,-0.005,-0.018
,,,,,,,19.050,-11.322,-0.712,1.361,-0.2703,-0.017,0.032,0.104,-0.262,-0.454,0.0025,-0.006,-0.011
,,,,,,,19.100,-11.354,-0.639,1.257,-0.2710,-0.015,0.030,0.091,-0.272,-0.140,0.0022,-0.006,-0.003
,,,,,,,19.150,-11.385,-0.586,1.152,-0.2718,-0.014,0.027,0.079,-0.272,0.140,0.0019,-0.006,0.003
,,,,,,,19.200,-11.413,-0.534,1.187,-0.2725,-0.013,0.028,0.063,-0.262,0.419,0.0015,-0.006,0.010
,,,,,,,19.250,-11.439,-0.471,1.292,-0.2731,-0.011,0.031,0.050,-0.230,0.663,0.0012,-0.005,0.016
,,,,,,,19.300,-11.461,-0.398,1.222,-0.2736,-0.009,0.029,0.041,-0.188,0.838,9.7500E-4,-0.004,0.020
,,,,,,,19.350,-11.479,-0.335,0.908,-0.2740,-0.008,0.022,0.031,-0.147,0.977,7.5000E-4,-0.003,0.023
,,,,,,,19.400,-11.492,-0.304,0.489,-0.2743,-0.007,0.012,0.025,-0.094,1.117,6.0000E-4,-0.002,0.027
,,,,,,,19.450,-11.508,-0.293,0.175,-0.2747,-0.007,0.004,0.022,-0.031,1.222,5.2500E-4,-7.500E-4,0.029
,,,,,,,19.500,-11.523,-0.293,-0.070,-0.2751,-0.007,-0.002,0.022,0.031,1.257,5.2500E-4,7.500E-4,0.030
,,,,,,,19.550,-11.536,-0.293,-0.384,-0.2754,-0.007,-0.009,0.025,0.094,1.222,6.0000E-4,0.002,0.029
,,,,,,,19.600,-11.552,-0.325,-0.733,-0.2758,-0.008,-0.017,0.031,0.157,1.082,7.5000E-4,0.004,0.026
,,,,,,,19.650,-11.567,-0.377,-0.977,-0.2761,-0.009,-0.023,0.041,0.209,0.838,9.7500E-4,0.005,0.020
,,,,,,,19.700,-11.589,-0.429,-1.082,-0.2767,-0.010,-0.026,0.053,0.241,0.593,0.0013,0.006,0.014
,,,,,,,19.750,-11.611,-0.482,-1.152,-0.2772,-0.011,-0.027,0.066,0.262,0.419,0.0016,0.006,0.010
,,,,,,,19.800,-11.636,-0.545,-1.222,-0.2778,-0.013,-0.029,0.079,0.283,0.244,0.0019,0.007,0.006
,,,,,,,19.850,-11.665,-0.607,-1.257,-0.2785,-0.014,-0.030,0.094,0.293,-0.035,0.0022,0.007,-8.333E-4
,,,,,,,19.900,-11.699,-0.670,-1.257,-0.2793,-0.016,-0.030,0.110,0.283,-0.384,0.0026,0.007,-0.009
,,,,,,,19.950,-11.731,-0.733,-1.222,-0.2800,-0.017,-0.029,0.123,0.251,-0.663,0.0029,0.006,-0.016
,,,,,,,20.000,-11.772,-0.796,-1.082,-0.2810,-0.019,-0.026,0.135,0.209,-0.838,0.0032,0.005,-0.020
,,,,,,,20.050,-11.812,-0.848,-0.838,-0.2820,-0.020,-0.020,0.145,0.168,-0.942,0.0034,0.004,-0.022
,,,,,,,20.100,-11.856,-0.880,-0.559,-0.2830,-0.021,-0.013,0.151,0.115,-1.047,0.0036,0.003,-0.025
,,,,,,,20.150,-11.900,-0.901,-0.314,-0.2841,-0.021,-0.007,0.157,0.063,-1.152,0.0037,0.001,-0.027
,,,,,,,20.200,-11.947,-0.911,-0.070,-0.2852,-0.022,-0.002,0.157,0.000,-1.187,0.0037,0.000,-0.028
,,,,,,,20.250,-11.991,-0.911,0.244,-0.2863,-0.022,0.006,0.157,-0.063,-1.152,0.0037,-0.001,-0.027
,,,,,,,20.300,-12.039,-0.890,0.593,-0.2874,-0.021,0.014,0.151,-0.115,-1.047,0.0036,-0.003,-0.025
,,,,,,,20.350,-12.083,-0.848,0.873,-0.2884,-0.020,0.021,0.145,-0.168,-0.908,0.0034,-0.004,-0.022
,,,,,,,20.400,-12.123,-0.796,1.012,-0.2894,-0.019,0.024,0.135,-0.209,-0.698,0.0032,-0.005,-0.017
,,,,,,,20.450,-12.161,-0.744,,-0.2903,-0.018,,0.123,-0.241,,0.0029,-0.006,
,,,,,,,20.500,-12.199,-0.691,,-0.2912,-0.016,,0.110,-0.251,,0.0026,-0.006,
,,,,,,,20.550,-12.230,,,-0.2920,,,0.097,,,0.0023,,
