"Time (s) Run #1","x-Position, Object #1 (m) Run #1","y-Position, Object #1 (m) Run #1","x-Velocity, Object #1 (m/s) Run #1","y-Velocity, Object #1 (m/s) Run #1","x-Acceleration, Object #1 (m/s²) Run #1","y-Acceleration, Object #1 (m/s²) Run #1","Time (s) Run #2","Angle, 004-000 (rad) Run #2","Angular Velocity, 004-000 (rad/s) Run #2","Angular Acceleration, 004-000 (rad/s²) Run #2","Position, 004-000 (m) Run #2","Velocity, 004-000 (m/s) Run #2","Acceleration, 004-000 (m/s²) Run #2","Angle, 670-231 (rad) Run #2","Angular Velocity, 670-231 (rad/s) Run #2","Angular Acceleration, 670-231 (rad/s²) Run #2","Position, 670-231 (m) Run #2","Velocity, 670-231 (m/s) Run #2","Acceleration, 670-231 (m/s²) Run #2"
,,,,,,,8.300,-4.753,-0.136,-0.454,-0.1135,-0.003,-0.011,-0.170,0.105,1.641,-0.0040,0.002,0.039
,,,,,,,8.350,-4.760,-0.168,-0.942,-0.1136,-0.004,-0.022,-0.163,0.188,1.501,-0.0039,0.004,0.036
,,,,,,,8.400,-4.769,-0.230,-1.396,-0.1138,-0.005,-0.033,-0.151,0.262,1.257,-0.0036,0.006,0.030
,,,,,,,8.450,-4.782,-0.314,-1.710,-0.1141,-0.007,-0.041,-0.135,0.314,1.012,-0.0032,0.007,0.024
,,,,,,,8.500,-4.800,-0.408,-1.850,-0.1146,-0.010,-0.044,-0.119,0.356,0.803,-0.0028,0.008,0.019
,,,,,,,8.550,-4.822,-0.503,-1.885,-0.1151,-0.012,-0.045,-0.101,0.398,0.489,-0.0024,0.009,0.012
,,,,,,,8.600,-4.851,-0.597,-1.885,-0.1158,-0.014,-0.045,-0.079,0.419,-1.665E-15,-0.0019,0.010,0.000
,,,,,,,8.650,-4.882,-0.691,-1.850,-0.1165,-0.016,-0.044,-0.057,0.398,-0.524,-0.0013,0.009,-0.012
,,,,,,,8.700,-4.920,-0.785,-1.710,-0.1174,-0.019,-0.041,-0.038,0.356,-0.908,-9.0000E-4,0.008,-0.022
,,,,,,,8.750,-4.961,-0.869,-1.431,-0.1184,-0.021,-0.034,-0.022,0.304,-1.152,-5.2500E-4,0.007,-0.027
,,,,,,,8.800,-5.008,-0.932,-1.047,-0.1195,-0.022,-0.025,-0.006,0.241,-1.326,-1.5000E-4,0.006,-0.032
,,,,,,,8.850,-5.055,-0.974,-0.663,-0.1207,-0.023,-0.016,0.003,0.168,-1.396,7.5000E-5,0.004,-0.033
,,,,,,,8.900,-5.105,-0.995,-0.349,-0.1219,-0.024,-0.008,0.009,0.094,-1.396,2.2500E-4,0.002,-0.033
,,,,,,,8.950,-5.155,-1.005,-0.070,-0.1231,-0.024,-0.002,0.013,0.031,-1.431,3.0000E-4,7.500E-4,-0.034
,,,,,,,9.000,-5.206,-1.005,0.244,-0.1243,-0.024,0.006,0.013,-0.042,-1.536,3.0000E-4,-1.000E-3,-0.037
,,,,,,,9.050,-5.256,-0.984,0.628,-0.1255,-0.023,0.015,0.009,-0.126,-1.571,2.2500E-4,-0.003,-0.037
,,,,,,,9.100,-5.306,-0.942,1.012,-0.1267,-0.022,0.024,5.378E-17,-0.209,-1.396,1.2838E-18,-0.005,-0.033
,,,,,,,9.150,-5.350,-0.880,1.292,-0.1277,-0.021,0.031,-0.013,-0.272,-1.082,-3.0000E-4,-0.006,-0.026
,,,,,,,9.200,-5.394,-0.806,1.501,-0.1288,-0.019,0.036,-0.028,-0.314,-0.733,-6.7500E-4,-0.007,-0.017
,,,,,,,9.250,-5.432,-0.733,1.676,-0.1297,-0.017,0.040,-0.044,-0.346,-0.384,-0.0010,-0.008,-0.009
,,,,,,,9.300,-5.466,-0.639,1.815,-0.1305,-0.015,0.043,-0.063,-0.356,-0.035,-0.0015,-0.008,-8.333E-4
,,,,,,,9.350,-5.498,-0.545,1.885,-0.1312,-0.013,0.045,-0.082,-0.346,0.279,-0.0019,-0.008,0.007
,,,,,,,9.400,-5.520,-0.450,1.850,-0.1318,-0.011,0.044,-0.097,-0.325,0.559,-0.0023,-0.008,0.013
,,,,,,,9.450,-5.542,-0.356,1.745,-0.1323,-0.008,0.042,-0.113,-0.293,0.908,-0.0027,-0.007,0.022
,,,,,,,9.500,-5.557,-0.272,1.501,-0.1327,-0.006,0.036,-0.129,-0.241,1.292,-0.0031,-0.006,0.031
,,,,,,,9.550,-5.567,-0.199,1.082,-0.1329,-0.005,0.026,-0.138,-0.157,1.536,-0.0033,-0.004,0.037
,,,,,,,9.600,-5.576,-0.157,0.559,-0.1331,-0.004,0.013,-0.145,-0.073,1.606,-0.0034,-0.002,0.038
,,,,,,,9.650,-5.583,-0.147,0.035,-0.1333,-0.003,8.333E-4,-0.145,0.000,1.606,-0.0034,0.000,0.038
,,,,,,,9.700,-5.589,-0.157,-0.384,-0.1334,-0.004,-0.009,-0.145,0.084,1.606,-0.0034,0.002,0.038
,,,,,,,9.750,-5.598,-0.188,-0.733,-0.1336,-0.004,-0.017,-0.138,0.168,1.536,-0.0033,0.004,0.037
,,,,,,,9.800,-5.608,-0.230,-1.117,-0.1339,-0.005,-0.027,-0.126,0.241,1.361,-0.0030,0.006,0.032
,,,,,,,9.850,-5.620,-0.293,-1.536,-0.1342,-0.007,-0.037,-0.113,0.304,1.117,-0.0027,0.007,0.027
,,,,,,,9.900,-5.636,-0.387,-1.885,-0.1345,-0.009,-0.045,-0.097,0.356,0.768,-0.0023,0.008,0.018
,,,,,,,9.950,-5.658,-0.492,-2.025,-0.1351,-0.012,-0.048,-0.075,0.387,0.349,-0.0018,0.009,0.008
,,,,,,,10.000,-5.686,-0.597,-1.990,-0.1357,-0.014,-0.047,-0.057,0.387,-0.035,-0.0013,0.009,-8.333E-4
,,,,,,,10.050,-5.718,-0.691,-1.850,-0.1365,-0.016,-0.044,-0.038,0.377,-0.349,-9.0000E-4,0.009,-0.008
,,,,,,,10.100,-5.755,-0.785,-1.641,-0.1374,-0.019,-0.039,-0.019,0.356,-0.628,-4.5000E-4,0.008,-0.015
,,,,,,,10.150,-5.796,-0.859,-1.396,-0.1384,-0.020,-0.033,3.469E-17,0.314,-0.908,8.2827E-19,0.007,-0.022
,,,,,,,10.200,-5.843,-0.922,-1.152,-0.1395,-0.022,-0.027,0.013,0.262,-1.152,3.0000E-4,0.006,-0.027
,,,,,,,10.250,-5.887,-0.974,-0.908,-0.1405,-0.023,-0.022,0.025,0.199,-1.361,6.0000E-4,0.005,-0.032
,,,,,,,10.300,-5.941,-1.016,-0.559,-0.1418,-0.024,-0.013,0.035,0.126,-1.536,8.2500E-4,0.003,-0.037
,,,,,,,10.350,-5.991,-1.037,-0.140,-0.1430,-0.025,-0.003,0.038,0.042,-1.641,9.0000E-4,1.000E-3,-0.039
,,,,,,,10.400,-6.044,-1.026,0.279,-0.1443,-0.024,0.007,0.038,-0.042,-1.641,9.0000E-4,-1.000E-3,-0.039
,,,,,,,10.450,-6.095,-1.005,0.628,-0.1455,-0.024,0.015,0.035,-0.126,-1.501,8.2500E-4,-0.003,-0.036
,,,,,,,10.500,-6.145,-0.963,0.908,-0.1467,-0.023,0.022,0.025,-0.199,-1.222,6.0000E-4,-0.005,-0.029
,,,,,,,10.550,-6.192,-0.911,1.152,-0.1478,-0.022,0.027,0.013,-0.251,-0.908,3.0000E-4,-0.006,-0.022
,,,,,,,10.600,-6.236,-0.848,1.396,-0.1489,-0.020,0.033,3.816E-17,-0.283,-0.698,9.1109E-19,-0.007,-0.017
,,,,,,,10.650,-6.277,-0.775,1.676,-0.1498,-0.018,0.040,-0.016,-0.314,-0.524,-3.7500E-4,-0.007,-0.012
,,,,,,,10.700,-6.315,-0.681,1.920,-0.1507,-0.016,0.046,-0.031,-0.346,-0.244,-7.5000E-4,-0.008,-0.006
,,,,,,,10.750,-6.346,-0.576,2.025,-0.1515,-0.014,0.048,-0.050,-0.346,0.175,-0.0012,-0.008,0.004
,,,,,,,10.800,-6.371,-0.471,1.920,-0.1521,-0.011,0.046,-0.069,-0.325,0.593,-0.0016,-0.008,0.014
,,,,,,,10.850,-6.393,-0.377,1.676,-0.1526,-0.009,0.040,-0.082,-0.283,0.908,-0.0019,-0.007,0.022
,,,,,,,10.900,-6.409,-0.304,1.361,-0.1530,-0.007,0.032,-0.097,-0.230,1.187,-0.0023,-0.005,0.028
,,,,,,,10.950,-6.421,-0.241,1.012,-0.1533,-0.006,0.024,-0.107,-0.168,1.396,-0.0025,-0.004,0.033
,,,,,,,11.000,-6.434,-0.199,0.628,-0.1536,-0.005,0.015,-0.113,-0.084,1.501,-0.0027,-0.002,0.036
,,,,,,,11.050,-6.440,-0.178,0.175,-0.1537,-0.004,0.004,-0.116,-0.010,1.536,-0.0028,-2.500E-4,0.037
,,,,,,,11.100,-6.450,-0.178,-0.279,-0.1540,-0.004,-0.007,-0.113,0.063,1.571,-0.0027,0.001,0.037
,,,,,,,11.150,-6.459,-0.209,-0.698,-0.1542,-0.005,-0.017,-0.110,0.147,1.571,-0.0026,0.003,0.037
,,,,,,,11.200,-6.469,-0.251,-1.082,-0.1544,-0.006,-0.026,-0.101,0.230,1.361,-0.0024,0.005,0.032
,,,,,,,11.250,-6.484,-0.314,-1.431,-0.1548,-0.007,-0.034,-0.085,0.293,0.977,-0.0020,0.007,0.023
,,,,,,,11.300,-6.500,-0.398,-1.710,-0.1552,-0.009,-0.041,-0.069,0.325,0.628,-0.0016,0.008,0.015
,,,,,,,11.350,-6.522,-0.492,-1.815,-0.1557,-0.012,-0.043,-0.053,0.346,0.419,-0.0013,0.008,0.010
,,,,,,,11.400,-6.550,-0.586,-1.780,-0.1564,-0.014,-0.042,-0.035,0.367,0.209,-8.2500E-4,0.009,0.005
,,,,,,,11.450,-6.582,-0.670,-1.710,-0.1571,-0.016,-0.041,-0.016,0.377,-0.140,-3.7500E-4,0.009,-0.003
,,,,,,,11.500,-6.616,-0.754,-1.641,-0.1579,-0.018,-0.039,0.003,0.356,-0.559,7.5000E-5,0.008,-0.013
,,,,,,,11.550,-6.657,-0.838,-1.501,-0.1589,-0.020,-0.036,0.022,0.314,-0.908,5.2500E-4,0.007,-0.022
,,,,,,,11.600,-6.701,-0.911,-1.222,-0.1600,-0.022,-0.029,0.035,0.262,-1.152,8.2500E-4,0.006,-0.027
,,,,,,,11.650,-6.748,-0.963,-0.838,-0.1611,-0.023,-0.020,0.047,0.199,-1.361,0.0011,0.005,-0.032
,,,,,,,11.700,-6.798,-0.995,-0.419,-0.1623,-0.024,-0.010,0.057,0.126,-1.501,0.0013,0.003,-0.036
,,,,,,,11.750,-6.849,-1.005,-0.035,-0.1635,-0.024,-8.333E-4,0.060,0.042,-1.501,0.0014,1.000E-3,-0.036
,,,,,,,11.800,-6.899,-0.995,0.279,-0.1647,-0.024,0.007,0.060,-0.031,-1.431,0.0014,-7.500E-4,-0.034
,,,,,,,11.850,-6.949,-0.974,0.559,-0.1659,-0.023,0.013,0.057,-0.094,-1.361,0.0013,-0.002,-0.032
,,,,,,,11.900,-6.996,-0.942,0.838,-0.1670,-0.022,0.020,0.050,-0.168,-1.257,0.0012,-0.004,-0.030
,,,,,,,11.950,-7.043,-0.890,1.117,-0.1681,-0.021,0.027,0.041,-0.230,-1.047,9.7500E-4,-0.005,-0.025
,,,,,,,12.000,-7.087,-0.827,1.361,-0.1692,-0.020,0.032,0.025,-0.272,-0.768,6.0000E-4,-0.006,-0.018
,,,,,,,12.050,-7.125,-0.754,1.536,-0.1701,-0.018,0.037,0.013,-0.304,-0.524,3.0000E-4,-0.007,-0.012
,,,,,,,12.100,-7.163,-0.670,1.641,-0.1710,-0.016,0.039,-0.003,-0.325,-0.244,-7.5000E-5,-0.008,-0.006
,,,,,,,12.150,-7.194,-0.586,1.676,-0.1717,-0.014,0.040,-0.022,-0.335,0.140,-5.2500E-4,-0.008,0.003
,,,,,,,12.200,-7.219,-0.503,1.676,-0.1723,-0.012,0.040,-0.038,-0.314,0.524,-9.0000E-4,-0.007,0.012
,,,,,,,12.250,-7.245,-0.419,1.641,-0.1729,-0.010,0.039,-0.053,-0.272,0.803,-0.0013,-0.006,0.019
,,,,,,,12.300,-7.263,-0.335,1.466,-0.1734,-0.008,0.035,-0.066,-0.230,1.012,-0.0016,-0.005,0.024
,,,,,,,12.350,-7.276,-0.262,1.082,-0.1737,-0.006,0.026,-0.075,-0.178,1.257,-0.0018,-0.004,0.030
,,,,,,,12.400,-7.289,-0.220,0.593,-0.1740,-0.005,0.014,-0.085,-0.105,1.501,-0.0020,-0.002,0.036
,,,,,,,12.450,-7.298,-0.209,0.140,-0.1742,-0.005,0.003,-0.088,-0.021,1.606,-0.0021,-5.000E-4,0.038
,,,,,,,12.500,-7.307,-0.209,-0.209,-0.1744,-0.005,-0.005,-0.085,0.063,1.536,-0.0020,0.001,0.037
,,,,,,,12.550,-7.320,-0.230,-0.524,-0.1747,-0.005,-0.012,-0.082,0.136,1.396,-0.0019,0.003,0.033
,,,,,,,12.600,-7.329,-0.262,-0.873,-0.1750,-0.006,-0.021,-0.072,0.199,1.257,-0.0017,0.005,0.030
,,,,,,,12.650,-7.345,-0.314,-1.222,-0.1753,-0.007,-0.029,-0.060,0.262,1.082,-0.0014,0.006,0.026
,,,,,,,12.700,-7.361,-0.387,-1.536,-0.1757,-0.009,-0.037,-0.047,0.314,0.803,-0.0011,0.007,0.019
,,,,,,,12.750,-7.383,-0.471,-1.745,-0.1762,-0.011,-0.042,-0.028,0.346,0.419,-6.7500E-4,0.008,0.010
,,,,,,,12.800,-7.408,-0.565,-1.815,-0.1768,-0.013,-0.043,-0.009,0.356,0.070,-2.2500E-4,0.008,0.002
,,,,,,,12.850,-7.439,-0.660,-1.745,-0.1776,-0.016,-0.042,0.006,0.346,-0.175,1.5000E-4,0.008,-0.004
,,,,,,,12.900,-7.474,-0.744,-1.571,-0.1784,-0.018,-0.037,0.025,0.335,-0.419,6.0000E-4,0.008,-0.010
,,,,,,,12.950,-7.515,-0.817,-1.361,-0.1794,-0.019,-0.032,0.041,0.314,-0.768,9.7500E-4,0.007,-0.018
,,,,,,,13.000,-7.556,-0.880,-1.152,-0.1804,-0.021,-0.027,0.057,0.262,-1.152,0.0013,0.006,-0.027
,,,,,,,13.050,-7.603,-0.932,-0.908,-0.1815,-0.022,-0.022,0.069,0.188,-1.361,0.0016,0.004,-0.032
,,,,,,,13.100,-7.650,-0.974,-0.593,-0.1826,-0.023,-0.014,0.075,0.115,-1.361,0.0018,0.003,-0.032
,,,,,,,13.150,-7.700,-0.995,-0.209,-0.1838,-0.024,-0.005,0.079,0.052,-1.326,0.0019,0.001,-0.032
,,,,,,,13.200,-7.750,-0.995,0.175,-0.1850,-0.024,0.004,0.082,-0.010,-1.361,0.0019,-2.500E-4,-0.032
,,,,,,,13.250,-7.801,-0.974,0.489,-0.1862,-0.023,0.012,0.079,-0.084,-1.396,0.0019,-0.002,-0.033
,,,,,,,13.300,-7.848,-0.942,0.768,-0.1873,-0.022,0.018,0.072,-0.157,-1.292,0.0017,-0.004,-0.031
,,,,,,,13.350,-7.895,-0.901,1.082,-0.1885,-0.021,0.026,0.063,-0.220,-1.047,0.0015,-0.005,-0.025
,,,,,,,13.400,-7.939,-0.838,1.396,-0.1895,-0.020,0.033,0.050,-0.262,-0.768,0.0012,-0.006,-0.018
,,,,,,,13.450,-7.980,-0.754,1.571,-0.1905,-0.018,0.037,0.035,-0.293,-0.489,8.2500E-4,-0.007,-0.012
,,,,,,,13.500,-8.014,-0.670,1.571,-0.1913,-0.016,0.037,0.022,-0.314,-0.209,5.2500E-4,-0.007,-0.005
,,,,,,,13.550,-8.046,-0.597,1.536,-0.1921,-0.014,0.037,0.003,-0.314,0.105,7.5000E-5,-0.007,0.002
,,,,,,,13.600,-8.074,-0.524,1.571,-0.1927,-0.012,0.037,-0.013,-0.304,0.419,-3.0000E-4,-0.007,0.010
,,,,,,,13.650,-8.099,-0.440,1.606,-0.1933,-0.010,0.038,-0.025,-0.272,0.733,-6.0000E-4,-0.006,0.017
,,,,,,,13.700,-8.118,-0.356,1.466,-0.1938,-0.008,0.035,-0.041,-0.230,1.047,-9.7500E-4,-0.005,0.025
,,,,,,,13.750,-8.134,-0.283,1.117,-0.1942,-0.007,0.027,-0.050,-0.168,1.257,-0.0012,-0.004,0.030
,,,,,,,13.800,-8.146,-0.241,0.663,-0.1945,-0.006,0.016,-0.057,-0.094,1.361,-0.0013,-0.002,0.032
,,,,,,,13.850,-8.156,-0.220,0.209,-0.1947,-0.005,0.005,-0.060,-0.031,1.396,-0.0014,-7.500E-4,0.033
,,,,,,,13.900,-8.168,-0.220,-0.175,-0.1950,-0.005,-0.004,-0.060,0.042,1.431,-0.0014,1.000E-3,0.034
,,,,,,,13.950,-8.178,-0.241,-0.524,-0.1952,-0.006,-0.012,-0.057,0.115,1.431,-0.0013,0.003,0.034
,,,,,,,14.000,-8.190,-0.272,-0.838,-0.1955,-0.006,-0.020,-0.047,0.188,1.292,-0.0011,0.004,0.031
,,,,,,,14.050,-8.206,-0.325,-1.117,-0.1959,-0.008,-0.027,-0.038,0.251,1.047,-9.0000E-4,0.006,0.025
,,,,,,,14.100,-8.222,-0.387,-1.361,-0.1963,-0.009,-0.032,-0.022,0.293,0.733,-5.2500E-4,0.007,0.017
,,,,,,,14.150,-8.244,-0.461,-1.536,-0.1968,-0.011,-0.037,-0.006,0.325,0.419,-1.5000E-4,0.008,0.010
,,,,,,,14.200,-8.269,-0.545,-1.641,-0.1974,-0.013,-0.039,0.009,0.335,0.140,2.2500E-4,0.008,0.003
,,,,,,,14.250,-8.297,-0.628,-1.606,-0.1981,-0.015,-0.038,0.028,0.335,-0.140,6.7500E-4,0.008,-0.003
,,,,,,,14.300,-8.332,-0.712,-1.431,-0.1989,-0.017,-0.034,0.044,0.325,-0.419,0.0010,0.008,-0.010
,,,,,,,14.350,-8.369,-0.775,-1.222,-0.1998,-0.018,-0.029,0.060,0.293,-0.733,0.0014,0.007,-0.017
,,,,,,,14.400,-8.410,-0.827,-1.047,-0.2008,-0.020,-0.025,0.075,0.251,-1.012,0.0018,0.006,-0.024
,,,,,,,14.450,-8.451,-0.880,-0.908,-0.2017,-0.021,-0.022,0.085,0.188,-1.187,0.0020,0.004,-0.028
,,,,,,,14.500,-8.498,-0.922,-0.698,-0.2029,-0.022,-0.017,0.094,0.126,-1.292,0.0022,0.003,-0.031
,,,,,,,14.550,-8.545,-0.953,-0.384,-0.2040,-0.023,-0.009,0.097,0.063,-1.361,0.0023,0.001,-0.032
,,,,,,,14.600,-8.592,-0.963,-1.166E-13,-0.2051,-0.023,-2.776E-15,0.101,-0.010,-1.431,0.0024,-2.500E-4,-0.034
,,,,,,,14.650,-8.643,-0.953,0.419,-0.2063,-0.023,0.010,0.097,-0.084,-1.396,0.0023,-0.002,-0.033
,,,,,,,14.700,-8.690,-0.922,0.803,-0.2074,-0.022,0.019,0.091,-0.157,-1.222,0.0022,-0.004,-0.029
,,,,,,,14.750,-8.734,-0.869,1.082,-0.2085,-0.021,0.026,0.082,-0.209,-0.977,0.0019,-0.005,-0.023
,,,,,,,14.800,-8.778,-0.806,1.257,-0.2095,-0.019,0.030,0.069,-0.251,-0.733,0.0016,-0.006,-0.017
,,,,,,,14.850,-8.815,-0.744,1.361,-0.2104,-0.018,0.032,0.057,-0.283,-0.489,0.0013,-0.007,-0.012
,,,,,,,14.900,-8.850,-0.670,1.466,-0.2113,-0.016,0.035,0.041,-0.304,-0.175,9.7500E-4,-0.007,-0.004
,,,,,,,14.950,-8.884,-0.597,1.571,-0.2121,-0.014,0.037,0.025,-0.304,0.175,6.0000E-4,-0.007,0.004
,,,,,,,15.000,-8.910,-0.513,1.571,-0.2127,-0.012,0.037,0.009,-0.283,0.489,2.2500E-4,-0.007,0.012
,,,,,,,15.050,-8.935,-0.429,1.466,-0.2133,-0.010,0.035,-0.003,-0.251,0.698,-7.5000E-5,-0.006,0.017
,,,,,,,15.100,-8.954,-0.367,1.257,-0.2137,-0.009,0.030,-0.016,-0.209,0.838,-3.7500E-4,-0.005,0.020
,,,,,,,15.150,-8.969,-0.304,0.977,-0.2141,-0.007,0.023,-0.025,-0.168,1.012,-6.0000E-4,-0.004,0.024
,,,,,,,15.200,-8.985,-0.262,0.628,-0.2145,-0.006,0.015,-0.031,-0.115,1.257,-7.5000E-4,-0.003,0.030
,,,,,,,15.250,-8.994,-0.241,0.209,-0.2147,-0.006,0.005,-0.038,-0.042,1.501,-9.0000E-4,-1.000E-3,0.036
,,,,,,,15.300,-9.007,-0.241,-0.140,-0.2150,-0.006,-0.003,-0.038,0.042,1.571,-9.0000E-4,1.000E-3,0.037
,,,,,,,15.350,-9.020,-0.262,-0.419,-0.2153,-0.006,-0.010,-0.031,0.126,1.431,-7.5000E-4,0.003,0.034
,,,,,,,15.400,-9.032,-0.283,-0.698,-0.2156,-0.007,-0.017,-0.025,0.188,1.187,-6.0000E-4,0.004,0.028
,,,,,,,15.450,-9.048,-0.325,-1.047,-0.2160,-0.008,-0.025,-0.013,0.241,0.942,-3.0000E-4,0.006,0.022
,,,,,,,15.500,-9.064,-0.387,-1.396,-0.2164,-0.009,-0.033,-3.469E-18,0.283,0.733,-8.2827E-20,0.007,0.017
,,,,,,,15.550,-9.085,-0.471,-1.571,-0.2169,-0.011,-0.037,0.016,0.314,0.489,3.7500E-4,0.007,0.012
,,,,,,,15.600,-9.111,-0.555,-1.571,-0.2175,-0.013,-0.037,0.031,0.335,0.175,7.5000E-4,0.008,0.004
,,,,,,,15.650,-9.142,-0.628,-1.501,-0.2182,-0.015,-0.036,0.050,0.335,-0.209,0.0012,0.008,-0.005
,,,,,,,15.700,-9.173,-0.702,-1.466,-0.2190,-0.017,-0.035,0.066,0.314,-0.559,0.0016,0.007,-0.013
,,,,,,,15.750,-9.211,-0.775,-1.396,-0.2199,-0.018,-0.033,0.082,0.272,-0.803,0.0019,0.006,-0.019
,,,,,,,15.800,-9.252,-0.848,-1.187,-0.2209,-0.020,-0.028,0.094,0.230,-0.942,0.0022,0.005,-0.022
,,,,,,,15.850,-9.296,-0.901,-0.803,-0.2219,-0.021,-0.019,0.104,0.178,-1.047,0.0025,0.004,-0.025
,,,,,,,15.900,-9.343,-0.932,-0.349,-0.2230,-0.022,-0.008,0.113,0.126,-1.187,0.0027,0.003,-0.028
,,,,,,,15.950,-9.390,-0.932,8.549E-14,-0.2242,-0.022,-2.776E-16,0.116,0.063,-1.326,0.0028,0.001,-0.032
,,,,,,,16.000,-9.437,-0.922,0.175,-0.2253,-0.022,0.004,0.119,-0.010,-1.396,0.0028,-2.500E-4,-0.033
,,,,,,,16.050,-9.481,-0.911,0.279,-0.2263,-0.022,0.007,0.116,-0.084,-1.326,0.0028,-0.002,-0.032
,,,,,,,16.100,-9.528,-0.901,0.524,-0.2275,-0.021,0.012,0.110,-0.147,-1.152,0.0026,-0.003,-0.027
,,,,,,,16.150,-9.572,-0.869,0.908,-0.2285,-0.021,0.022,0.101,-0.199,-0.942,0.0024,-0.005,-0.022
,,,,,,,16.200,-9.616,-0.806,1.292,-0.2296,-0.019,0.031,0.091,-0.241,-0.733,0.0022,-0.006,-0.017
,,,,,,,16.250,-9.654,-0.733,1.501,-0.2305,-0.017,0.036,0.075,-0.272,-0.489,0.0018,-0.006,-0.012
,,,,,,,16.300,-9.689,-0.649,1.536,-0.2313,-0.015,0.037,0.063,-0.293,-0.209,0.0015,-0.007,-0.005
,,,,,,,16.350,-9.720,-0.576,1.501,-0.2320,-0.014,0.036,0.047,-0.293,0.105,0.0011,-0.007,0.002
,,,,,,,16.400,-9.745,-0.503,1.431,-0.2326,-0.012,0.034,0.031,-0.283,0.384,7.5000E-4,-0.007,0.009
,,,,,,,16.450,-9.770,-0.429,1.326,-0.2332,-0.010,0.032,0.019,-0.251,0.593,4.5000E-4,-0.006,0.014
,,,,,,,16.500,-9.789,-0.367,1.152,-0.2337,-0.009,0.027,0.006,-0.220,0.803,1.5000E-4,-0.005,0.019
,,,,,,,16.550,-9.805,-0.314,0.908,-0.2341,-0.007,0.022,-0.003,-0.178,1.047,-7.5000E-5,-0.004,0.025
,,,,,,,16.600,-9.821,-0.272,0.593,-0.2344,-0.006,0.014,-0.013,-0.115,1.326,-3.0000E-4,-0.003,0.032
,,,,,,,16.650,-9.833,-0.251,0.209,-0.2347,-0.006,0.005,-0.016,-0.042,1.501,-3.7500E-4,-1.000E-3,0.036
,,,,,,,16.700,-9.843,-0.251,-0.175,-0.2350,-0.006,-0.004,-0.016,0.042,1.501,-3.7500E-4,1.000E-3,0.036
,,,,,,,16.750,-9.858,-0.272,-0.489,-0.2353,-0.006,-0.012,-0.013,0.115,1.361,-3.0000E-4,0.003,0.032
,,,,,,,16.800,-9.871,-0.304,-0.768,-0.2356,-0.007,-0.018,-0.003,0.178,1.152,-7.5000E-5,0.004,0.027
,,,,,,,16.850,-9.887,-0.346,-1.012,-0.2360,-0.008,-0.024,0.006,0.230,0.942,1.5000E-4,0.005,0.022
,,,,,,,16.900,-9.905,-0.408,-1.222,-0.2365,-0.010,-0.029,0.019,0.272,0.698,4.5000E-4,0.006,0.017
,,,,,,,16.950,-9.927,-0.471,-1.361,-0.2370,-0.011,-0.032,0.035,0.304,0.419,8.2500E-4,0.007,0.010
,,,,,,,17.000,-9.953,-0.545,-1.431,-0.2376,-0.013,-0.034,0.050,0.314,0.140,0.0012,0.007,0.003
,,,,,,,17.050,-9.981,-0.618,-1.431,-0.2383,-0.015,-0.034,0.066,0.314,-0.140,0.0016,0.007,-0.003
,,,,,,,17.100,-10.015,-0.691,-1.361,-0.2391,-0.016,-0.032,0.082,0.304,-0.454,0.0019,0.007,-0.011
,,,,,,,17.150,-10.050,-0.754,-1.257,-0.2399,-0.018,-0.030,0.097,0.272,-0.768,0.0023,0.006,-0.018
,,,,,,,17.200,-10.091,-0.817,-1.082,-0.2409,-0.019,-0.026,0.110,0.220,-0.977,0.0026,0.005,-0.023
,,,,,,,17.250,-10.132,-0.869,-0.838,-0.2419,-0.021,-0.020,0.119,0.168,-1.082,0.0028,0.004,-0.026
,,,,,,,17.300,-10.179,-0.901,-0.524,-0.2430,-0.021,-0.012,0.126,0.115,-1.187,0.0030,0.003,-0.028
,,,,,,,17.350,-10.223,-0.922,-0.175,-0.2440,-0.022,-0.004,0.132,0.052,-1.292,0.0031,0.001,-0.031
,,,,,,,17.400,-10.270,-0.922,0.175,-0.2452,-0.022,0.004,0.132,-0.021,-1.292,0.0031,-5.000E-4,-0.031
,,,,,,,17.450,-10.317,-0.901,0.454,-0.2463,-0.021,0.011,0.129,-0.084,-1.187,0.0031,-0.002,-0.028
,,,,,,,17.500,-10.361,-0.869,0.628,-0.2473,-0.021,0.015,0.123,-0.136,-1.047,0.0029,-0.003,-0.025
,,,,,,,17.550,-10.402,-0.838,0.803,-0.2483,-0.020,0.019,0.116,-0.188,-0.908,0.0028,-0.004,-0.022
,,,,,,,17.600,-10.446,-0.796,1.082,-0.2494,-0.019,0.026,0.104,-0.230,-0.733,0.0025,-0.005,-0.017
,,,,,,,17.650,-10.484,-0.733,1.361,-0.2503,-0.017,0.032,0.091,-0.262,-0.524,0.0022,-0.006,-0.012
,,,,,,,17.700,-10.518,-0.649,1.466,-0.2511,-0.015,0.035,0.079,-0.283,-0.244,0.0019,-0.007,-0.006
,,,,,,,17.750,-10.549,-0.576,1.396,-0.2518,-0.014,0.033,0.063,-0.293,0.105,0.0015,-0.007,0.002
,,,,,,,17.800,-10.575,-0.513,1.257,-0.2524,-0.012,0.030,0.047,-0.272,0.454,0.0011,-0.006,0.011
,,,,,,,17.850,-10.600,-0.450,1.152,-0.2530,-0.011,0.027,0.035,-0.241,0.733,8.2500E-4,-0.006,0.017
