"Time (s) Run #1","x-Position, Object #1 (m) Run #1","y-Position, Object #1 (m) Run #1","x-Velocity, Object #1 (m/s) Run #1","y-Velocity, Object #1 (m/s) Run #1","x-Acceleration, Object #1 (m/s²) Run #1","y-Acceleration, Object #1 (m/s²) Run #1","Time (s) Run #2","Angle, 004-000 (rad) Run #2","Angular Velocity, 004-000 (rad/s) Run #2","Angular Acceleration, 004-000 (rad/s²) Run #2","Position, 004-000 (m) Run #2","Velocity, 004-000 (m/s) Run #2","Acceleration, 004-000 (m/s²) Run #2","Angle, 670-231 (rad) Run #2","Angular Velocity, 670-231 (rad/s) Run #2","Angular Acceleration, 670-231 (rad/s²) Run #2","Position, 670-231 (m) Run #2","Velocity, 670-231 (m/s) Run #2","Acceleration, 670-231 (m/s²) Run #2"
,,,,,,,8.900,-3.704,-0.618,-3.944,-0.0884,-0.015,-0.094,0.298,0.744,-0.873,0.0071,0.018,-0.021
,,,,,,,8.950,-3.742,-0.806,-3.560,-0.0893,-0.019,-0.085,0.336,0.670,-1.850,0.0080,0.016,-0.044
,,,,,,,9.000,-3.786,-0.974,-3.072,-0.0904,-0.023,-0.073,0.368,0.555,-2.653,0.0088,0.013,-0.063
,,,,,,,9.050,-3.839,-1.121,-2.374,-0.0916,-0.027,-0.057,0.393,0.398,-3.246,0.0094,0.009,-0.077
,,,,,,,9.100,-3.899,-1.225,-1.396,-0.0931,-0.029,-0.033,0.408,0.220,-3.595,0.0097,0.005,-0.086
,,,,,,,9.150,-3.965,-1.267,-0.244,-0.0946,-0.030,-0.006,0.415,0.031,-3.735,0.0099,7.500E-4,-0.089
,,,,,,,9.200,-4.028,-1.246,0.908,-0.0961,-0.030,0.022,0.412,-0.157,-3.700,0.0098,-0.004,-0.088
,,,,,,,9.250,-4.090,-1.173,1.955,-0.0976,-0.028,0.047,0.399,-0.346,-3.386,0.0095,-0.008,-0.081
,,,,,,,9.300,-4.147,-1.047,2.827,-0.0990,-0.025,0.067,0.377,-0.513,-2.723,0.0090,-0.012,-0.065
,,,,,,,9.350,-4.197,-0.880,3.456,-0.1002,-0.021,0.082,0.346,-0.628,-1.815,0.0082,-0.015,-0.043
,,,,,,,9.400,-4.235,-0.691,3.805,-0.1011,-0.016,0.091,0.311,-0.691,-0.873,0.0074,-0.016,-0.021
,,,,,,,9.450,-4.266,-0.492,3.944,-0.1018,-0.012,0.094,0.276,-0.712,0.035,0.0066,-0.017,8.333E-4
,,,,,,,9.500,-4.285,-0.293,3.910,-0.1023,-0.007,0.093,0.239,-0.691,1.012,0.0057,-0.016,0.024
,,,,,,,9.550,-4.295,-0.094,3.630,-0.1025,-0.002,0.087,0.204,-0.618,2.059,0.0049,-0.015,0.049
,,,,,,,9.600,-4.295,0.084,2.967,-0.1025,0.002,0.071,0.176,-0.482,3.002,0.0042,-0.011,0.072
,,,,,,,9.650,-4.285,0.220,1.885,-0.1023,0.005,0.045,0.154,-0.304,3.630,0.0037,-0.007,0.087
,,,,,,,9.700,-4.269,0.283,0.628,-0.1019,0.007,0.015,0.145,-0.105,3.910,0.0034,-0.002,0.093
,,,,,,,9.750,-4.254,0.272,-0.524,-0.1015,0.006,-0.012,0.145,0.094,3.910,0.0034,0.002,0.093
,,,,,,,9.800,-4.241,0.220,-1.501,-0.1012,0.005,-0.036,0.154,0.293,3.630,0.0037,0.007,0.087
,,,,,,,9.850,-4.232,0.126,-2.443,-0.1010,0.003,-0.058,0.173,0.471,3.037,0.0041,0.011,0.072
,,,,,,,9.900,-4.225,-0.021,-3.351,-0.1009,-5.000E-4,-0.080,0.204,0.607,2.129,0.0049,0.014,0.051
,,,,,,,9.950,-4.232,-0.220,-3.944,-0.1010,-0.005,-0.094,0.236,0.691,1.082,0.0056,0.016,0.026
,,,,,,,10.000,-4.247,-0.440,-4.084,-0.1014,-0.010,-0.097,0.273,0.712,0.035,0.0065,0.017,8.333E-4
,,,,,,,10.050,-4.276,-0.639,-3.840,-0.1021,-0.015,-0.092,0.311,0.691,-0.908,0.0074,0.016,-0.022
,,,,,,,10.100,-4.313,-0.827,-3.386,-0.1030,-0.020,-0.081,0.342,0.618,-1.710,0.0082,0.015,-0.041
,,,,,,,10.150,-4.357,-0.984,-2.758,-0.1040,-0.023,-0.066,0.374,0.513,-2.409,0.0089,0.012,-0.057
,,,,,,,10.200,-4.414,-1.110,-1.920,-0.1054,-0.026,-0.046,0.396,0.377,-3.002,0.0094,0.009,-0.072
,,,,,,,10.250,-4.470,-1.183,-1.012,-0.1067,-0.028,-0.024,0.412,0.209,-3.491,0.0098,0.005,-0.083
,,,,,,,10.300,-4.533,-1.204,-0.105,-0.1082,-0.029,-0.002,0.418,0.021,-3.735,0.0100,5.000E-4,-0.089
,,,,,,,10.350,-4.593,-1.194,0.768,-0.1096,-0.028,0.018,0.415,-0.178,-3.630,0.0099,-0.004,-0.087
,,,,,,,10.400,-4.653,-1.131,1.676,-0.1111,-0.027,0.040,0.399,-0.356,-3.177,0.0095,-0.008,-0.076
,,,,,,,10.450,-4.709,-1.026,2.548,-0.1124,-0.024,0.061,0.377,-0.503,-2.478,0.0090,-0.012,-0.059
,,,,,,,10.500,-4.756,-0.869,3.246,-0.1135,-0.021,0.077,0.349,-0.607,-1.676,0.0083,-0.014,-0.040
,,,,,,,10.550,-4.797,-0.691,3.735,-0.1145,-0.016,0.089,0.314,-0.670,-0.803,0.0075,-0.016,-0.019
,,,,,,,10.600,-4.825,-0.492,3.944,-0.1152,-0.012,0.094,0.280,-0.691,0.140,0.0067,-0.016,0.003
,,,,,,,10.650,-4.847,-0.283,3.840,-0.1157,-0.007,0.092,0.245,-0.660,1.152,0.0058,-0.016,0.027
,,,,,,,10.700,-4.854,-0.094,3.351,-0.1159,-0.002,0.080,0.210,-0.576,2.129,0.0050,-0.014,0.051
,,,,,,,10.750,-4.854,0.063,2.618,-0.1159,0.001,0.062,0.185,-0.440,2.897,0.0044,-0.010,0.069
,,,,,,,10.800,-4.847,0.168,1.745,-0.1157,0.004,0.042,0.167,-0.272,3.421,0.0040,-0.006,0.082
,,,,,,,10.850,-4.835,0.241,0.733,-0.1154,0.006,0.017,0.157,-0.094,3.700,0.0037,-0.002,0.088
,,,,,,,10.900,-4.822,0.251,-0.384,-0.1151,0.006,-0.009,0.157,0.105,3.735,0.0037,0.002,0.089
,,,,,,,10.950,-4.807,0.199,-1.571,-0.1147,0.005,-0.037,0.167,0.293,3.456,0.0040,0.007,0.082
,,,,,,,11.000,-4.800,0.094,-2.618,-0.1146,0.002,-0.062,0.188,0.461,2.827,0.0045,0.011,0.067
,,,,,,,11.050,-4.797,-0.073,-3.386,-0.1145,-0.002,-0.081,0.214,0.586,1.990,0.0051,0.014,0.047
,,,,,,,11.100,-4.803,-0.262,-3.770,-0.1147,-0.006,-0.090,0.248,0.660,1.047,0.0059,0.016,0.025
,,,,,,,11.150,-4.825,-0.461,-3.805,-0.1152,-0.011,-0.091,0.283,0.691,0.105,0.0067,0.016,0.002
,,,,,,,11.200,-4.851,-0.649,-3.630,-0.1158,-0.015,-0.087,0.317,0.670,-0.838,0.0076,0.016,-0.020
,,,,,,,11.250,-4.888,-0.827,-3.211,-0.1167,-0.020,-0.077,0.352,0.607,-1.780,0.0084,0.014,-0.042
,,,,,,,11.300,-4.935,-0.984,-2.548,-0.1178,-0.023,-0.061,0.380,0.492,-2.583,0.0091,0.012,-0.062
,,,,,,,11.350,-4.989,-1.089,-1.745,-0.1191,-0.026,-0.042,0.402,0.335,-3.107,0.0096,0.008,-0.074
,,,,,,,11.400,-5.045,-1.152,-0.942,-0.1204,-0.027,-0.022,0.415,0.168,-3.316,0.0099,0.004,-0.079
,,,,,,,11.450,-5.105,-1.183,-0.140,-0.1219,-0.028,-0.003,0.418,0.000,-3.351,0.0100,0.000,-0.080
,,,,,,,11.500,-5.165,-1.173,0.768,-0.1233,-0.028,0.018,0.415,-0.168,-3.281,0.0099,-0.004,-0.078
,,,,,,,11.550,-5.224,-1.110,1.710,-0.1247,-0.026,0.041,0.402,-0.335,-3.002,0.0096,-0.008,-0.072
,,,,,,,11.600,-5.278,-0.995,2.513,-0.1260,-0.024,0.060,0.380,-0.482,-2.443,0.0091,-0.011,-0.058
,,,,,,,11.650,-5.325,-0.848,3.142,-0.1271,-0.020,0.075,0.352,-0.586,-1.641,0.0084,-0.014,-0.039
,,,,,,,11.700,-5.363,-0.681,3.595,-0.1280,-0.016,0.086,0.320,-0.649,-0.733,0.0076,-0.015,-0.017
,,,,,,,11.750,-5.394,-0.482,3.805,-0.1288,-0.011,0.091,0.286,-0.660,0.209,0.0068,-0.016,0.005
,,,,,,,11.800,-5.413,-0.283,3.630,-0.1292,-0.007,0.087,0.251,-0.628,1.152,0.0060,-0.015,0.027
,,,,,,,11.850,-5.419,-0.105,3.107,-0.1294,-0.002,0.074,0.223,-0.545,2.025,0.0053,-0.013,0.048
,,,,,,,11.900,-5.422,0.031,2.443,-0.1294,7.500E-4,0.058,0.195,-0.419,2.758,0.0046,-0.010,0.066
,,,,,,,11.950,-5.416,0.136,1.676,-0.1293,0.003,0.040,0.179,-0.262,3.246,0.0043,-0.006,0.077
,,,,,,,12.000,-5.407,0.209,0.733,-0.1291,0.005,0.017,0.170,-0.084,3.491,0.0040,-0.002,0.083
,,,,,,,12.050,-5.394,0.220,-0.384,-0.1288,0.005,-0.009,0.170,0.094,3.491,0.0040,0.002,0.083
,,,,,,,12.100,-5.382,0.168,-1.501,-0.1285,0.004,-0.036,0.179,0.272,3.246,0.0043,0.006,0.077
,,,,,,,12.150,-5.375,0.063,-2.443,-0.1283,0.001,-0.058,0.198,0.429,2.758,0.0047,0.010,0.066
,,,,,,,12.200,-5.375,-0.084,-3.142,-0.1283,-0.002,-0.075,0.223,0.555,2.025,0.0053,0.013,0.048
,,,,,,,12.250,-5.382,-0.262,-3.526,-0.1285,-0.006,-0.084,0.254,0.639,1.117,0.0061,0.015,0.027
,,,,,,,12.300,-5.400,-0.450,-3.560,-0.1289,-0.011,-0.085,0.289,0.670,0.105,0.0069,0.016,0.002
,,,,,,,12.350,-5.429,-0.628,-3.316,-0.1296,-0.015,-0.079,0.324,0.649,-0.873,0.0077,0.015,-0.021
,,,,,,,12.400,-5.463,-0.785,-2.932,-0.1304,-0.019,-0.070,0.355,0.576,-1.710,0.0085,0.014,-0.041
,,,,,,,12.450,-5.507,-0.922,-2.443,-0.1315,-0.022,-0.058,0.383,0.471,-2.374,0.0091,0.011,-0.057
,,,,,,,12.500,-5.557,-1.037,-1.815,-0.1327,-0.025,-0.043,0.402,0.335,-2.862,0.0096,0.008,-0.068
,,,,,,,12.550,-5.611,-1.110,-1.047,-0.1339,-0.026,-0.025,0.418,0.178,-3.177,0.0100,0.004,-0.076
,,,,,,,12.600,-5.671,-1.141,-0.209,-0.1354,-0.027,-0.005,0.421,0.010,-3.246,0.0100,2.500E-4,-0.077
,,,,,,,12.650,-5.727,-1.131,0.628,-0.1367,-0.027,0.015,0.418,-0.157,-3.107,0.0100,-0.004,-0.074
,,,,,,,12.700,-5.784,-1.079,1.466,-0.1381,-0.026,0.035,0.405,-0.304,-2.827,0.0097,-0.007,-0.067
,,,,,,,12.750,-5.837,-0.984,2.269,-0.1393,-0.023,0.054,0.386,-0.440,-2.409,0.0092,-0.010,-0.057
,,,,,,,12.800,-5.884,-0.848,2.967,-0.1405,-0.020,0.071,0.361,-0.555,-1.780,0.0086,-0.013,-0.042
,,,,,,,12.850,-5.922,-0.681,3.456,-0.1414,-0.016,0.082,0.330,-0.628,-0.873,0.0079,-0.015,-0.021
,,,,,,,12.900,-5.953,-0.492,3.630,-0.1421,-0.012,0.087,0.295,-0.649,0.175,0.0070,-0.015,0.004
,,,,,,,12.950,-5.972,-0.304,3.456,-0.1426,-0.007,0.082,0.264,-0.607,1.152,0.0063,-0.014,0.027
,,,,,,,13.000,-5.982,-0.136,3.002,-0.1428,-0.003,0.072,0.232,-0.524,1.955,0.0055,-0.012,0.047
,,,,,,,13.050,-5.985,0.000,2.374,-0.1429,-2.776E-16,0.057,0.210,-0.408,2.548,0.0050,-0.010,0.061
,,,,,,,13.100,-5.982,0.105,1.606,-0.1428,0.002,0.038,0.192,-0.262,3.002,0.0046,-0.006,0.072
,,,,,,,13.150,-5.972,0.168,0.698,-0.1426,0.004,0.017,0.182,-0.105,3.316,0.0043,-0.002,0.079
,,,,,,,13.200,-5.963,0.178,-0.279,-0.1423,0.004,-0.007,0.182,0.073,3.421,0.0043,0.002,0.082
,,,,,,,13.250,-5.953,0.136,-1.257,-0.1421,0.003,-0.030,0.188,0.251,3.211,0.0045,0.006,0.077
,,,,,,,13.300,-5.947,0.052,-2.164,-0.1420,0.001,-0.052,0.207,0.408,2.653,0.0049,0.010,0.063
,,,,,,,13.350,-5.947,-0.084,-2.897,-0.1420,-0.002,-0.069,0.232,0.524,1.920,0.0055,0.012,0.046
,,,,,,,13.400,-5.953,-0.251,-3.316,-0.1421,-0.006,-0.079,0.261,0.597,1.152,0.0062,0.014,0.027
,,,,,,,13.450,-5.972,-0.429,-3.386,-0.1426,-0.010,-0.081,0.292,0.639,0.314,0.0070,0.015,0.007
,,,,,,,13.500,-5.997,-0.597,-3.281,-0.1432,-0.014,-0.078,0.327,0.639,-0.628,0.0078,0.015,-0.015
,,,,,,,13.550,-6.032,-0.754,-3.072,-0.1440,-0.018,-0.073,0.358,0.576,-1.536,0.0085,0.014,-0.037
,,,,,,,13.600,-6.073,-0.911,-2.653,-0.1450,-0.022,-0.063,0.386,0.471,-2.234,0.0092,0.011,-0.053
,,,,,,,13.650,-6.123,-1.037,-1.920,-0.1462,-0.025,-0.046,0.405,0.346,-2.688,0.0097,0.008,-0.064
,,,,,,,13.700,-6.180,-1.110,-1.012,-0.1475,-0.026,-0.024,0.421,0.199,-3.002,0.0100,0.005,-0.072
,,,,,,,13.750,-6.236,-1.131,-0.175,-0.1489,-0.027,-0.004,0.427,0.042,-3.177,0.0102,1.000E-3,-0.076
,,,,,,,13.800,-6.293,-1.121,0.593,-0.1502,-0.027,0.014,0.424,-0.126,-3.142,0.0101,-0.003,-0.075
,,,,,,,13.850,-6.349,-1.079,1.396,-0.1516,-0.026,0.033,0.415,-0.283,-2.862,0.0099,-0.007,-0.068
,,,,,,,13.900,-6.403,-0.984,2.234,-0.1528,-0.023,0.053,0.396,-0.419,-2.339,0.0094,-0.010,-0.056
,,,,,,,13.950,-6.450,-0.848,2.932,-0.1540,-0.020,0.070,0.371,-0.524,-1.641,0.0088,-0.012,-0.039
,,,,,,,14.000,-6.487,-0.681,3.316,-0.1549,-0.016,0.079,0.342,-0.586,-0.838,0.0082,-0.014,-0.020
,,,,,,,14.050,-6.519,-0.503,3.386,-0.1556,-0.012,0.081,0.311,-0.607,-1.554E-14,0.0074,-0.014,-5.204E-16
,,,,,,,14.100,-6.538,-0.335,3.211,-0.1561,-0.008,0.077,0.280,-0.586,0.838,0.0067,-0.014,0.020
,,,,,,,14.150,-6.550,-0.178,2.897,-0.1564,-0.004,0.069,0.251,-0.524,1.641,0.0060,-0.012,0.039
,,,,,,,14.200,-6.557,-0.042,2.409,-0.1565,-1.000E-3,0.057,0.226,-0.419,2.339,0.0054,-0.010,0.056
,,,,,,,14.250,-6.553,0.073,1.676,-0.1564,0.002,0.040,0.207,-0.283,2.862,0.0049,-0.007,0.068
,,,,,,,14.300,-6.547,0.136,0.768,-0.1563,0.003,0.018,0.198,-0.126,3.211,0.0047,-0.003,0.077
,,,,,,,14.350,-6.538,0.147,-0.175,-0.1561,0.003,-0.004,0.195,0.042,3.351,0.0046,1.000E-3,0.080
,,,,,,,14.400,-6.531,0.115,-1.047,-0.1559,0.003,-0.025,0.201,0.220,3.177,0.0048,0.005,0.076
,,,,,,,14.450,-6.525,0.042,-1.885,-0.1558,1.000E-3,-0.045,0.217,0.377,2.653,0.0052,0.009,0.063
,,,,,,,14.500,-6.525,-0.073,-2.618,-0.1558,-0.002,-0.062,0.242,0.492,1.920,0.0058,0.012,0.046
,,,,,,,14.550,-6.531,-0.230,-3.107,-0.1559,-0.005,-0.074,0.267,0.565,1.187,0.0064,0.013,0.028
,,,,,,,14.600,-6.547,-0.398,-3.281,-0.1563,-0.009,-0.078,0.298,0.607,0.454,0.0071,0.014,0.011
,,,,,,,14.650,-6.572,-0.565,-3.211,-0.1569,-0.013,-0.077,0.330,0.618,-0.349,0.0079,0.015,-0.008
,,,,,,,14.700,-6.604,-0.723,-3.002,-0.1576,-0.017,-0.072,0.361,0.576,-1.222,0.0086,0.014,-0.029
,,,,,,,14.750,-6.644,-0.869,-2.583,-0.1586,-0.021,-0.062,0.390,0.492,-2.025,0.0093,0.012,-0.048
,,,,,,,14.800,-6.692,-0.995,-1.920,-0.1597,-0.024,-0.046,0.412,0.367,-2.618,0.0098,0.009,-0.062
,,,,,,,14.850,-6.745,-1.068,-1.082,-0.1610,-0.025,-0.026,0.427,0.220,-2.967,0.0102,0.005,-0.071
,,,,,,,14.900,-6.802,-1.100,-0.244,-0.1624,-0.026,-0.006,0.434,0.063,-3.072,0.0103,0.001,-0.073
,,,,,,,14.950,-6.855,-1.089,0.489,-0.1636,-0.026,0.012,0.434,-0.094,-3.002,0.0103,-0.002,-0.072
,,,,,,,15.000,-6.912,-1.047,1.222,-0.1650,-0.025,0.029,0.424,-0.241,-2.793,0.0101,-0.006,-0.067
,,,,,,,15.050,-6.962,-0.974,1.955,-0.1662,-0.023,0.047,0.408,-0.377,-2.409,0.0097,-0.009,-0.057
,,,,,,,15.100,-7.009,-0.848,2.583,-0.1673,-0.020,0.062,0.386,-0.492,-1.780,0.0092,-0.012,-0.042
,,,,,,,15.150,-7.050,-0.702,2.967,-0.1683,-0.017,0.071,0.358,-0.565,-0.942,0.0085,-0.013,-0.022
,,,,,,,15.200,-7.078,-0.545,3.107,-0.1690,-0.013,0.074,0.327,-0.586,-0.070,0.0078,-0.014,-0.002
,,,,,,,15.250,-7.103,-0.387,3.142,-0.1696,-0.009,0.075,0.298,-0.565,0.698,0.0071,-0.013,0.017
,,,,,,,15.300,-7.119,-0.230,3.002,-0.1699,-0.005,0.072,0.270,-0.513,1.396,0.0064,-0.012,0.033
,,,,,,,15.350,-7.125,-0.073,2.548,-0.1701,-0.002,0.061,0.245,-0.429,2.094,0.0058,-0.010,0.050
,,,,,,,15.400,-7.125,0.042,1.780,-0.1701,1.000E-3,0.042,0.226,-0.304,2.723,0.0054,-0.007,0.065
,,,,,,,15.450,-7.119,0.105,0.873,-0.1699,0.002,0.021,0.214,-0.147,3.142,0.0051,-0.003,0.075
,,,,,,,15.500,-7.113,0.126,0.035,-0.1698,0.003,8.333E-4,0.210,0.021,3.246,0.0050,5.000E-4,0.077
,,,,,,,15.550,-7.106,0.105,-0.768,-0.1696,0.002,-0.018,0.217,0.188,3.037,0.0052,0.004,0.072
,,,,,,,15.600,-7.100,0.052,-1.606,-0.1695,0.001,-0.038,0.229,0.335,2.583,0.0055,0.008,0.062
,,,,,,,15.650,-7.100,-0.052,-2.409,-0.1695,-0.001,-0.057,0.251,0.450,1.990,0.0060,0.011,0.047
,,,,,,,15.700,-7.103,-0.199,-3.002,-0.1696,-0.005,-0.072,0.276,0.534,1.326,0.0066,0.013,0.032
,,,,,,,15.750,-7.119,-0.367,-3.211,-0.1699,-0.009,-0.077,0.305,0.586,0.593,0.0073,0.014,0.014
,,,,,,,15.800,-7.141,-0.534,-3.142,-0.1705,-0.013,-0.075,0.336,0.597,-0.209,0.0080,0.014,-0.005
,,,,,,,15.850,-7.172,-0.681,-2.932,-0.1712,-0.016,-0.070,0.368,0.565,-1.012,0.0088,0.013,-0.024
,,,,,,,15.900,-7.210,-0.827,-2.618,-0.1721,-0.020,-0.062,0.393,0.492,-1.745,0.0094,0.012,-0.042
,,,,,,,15.950,-7.254,-0.953,-2.094,-0.1732,-0.023,-0.050,0.418,0.387,-2.374,0.0100,0.009,-0.057
,,,,,,,16.000,-7.307,-1.047,-1.326,-0.1744,-0.025,-0.032,0.434,0.251,-2.793,0.0103,0.006,-0.067
,,,,,,,16.050,-7.361,-1.089,-0.489,-0.1757,-0.026,-0.012,0.443,0.094,-2.932,0.0106,0.002,-0.070
,,,,,,,16.100,-7.417,-1.089,0.314,-0.1771,-0.026,0.007,0.443,-0.052,-2.827,0.0106,-0.001,-0.067
,,,,,,,16.150,-7.471,-1.058,1.047,-0.1783,-0.025,0.025,0.437,-0.188,-2.618,0.0104,-0.004,-0.062
,,,,,,,16.200,-7.524,-0.984,1.745,-0.1796,-0.023,0.042,0.424,-0.314,-2.374,0.0101,-0.007,-0.057
,,,,,,,16.250,-7.571,-0.880,2.339,-0.1807,-0.021,0.056,0.405,-0.429,-1.990,0.0097,-0.010,-0.047
,,,,,,,16.300,-7.612,-0.744,2.758,-0.1817,-0.018,0.066,0.380,-0.524,-1.361,0.0091,-0.012,-0.032
,,,,,,,16.350,-7.647,-0.597,3.037,-0.1825,-0.014,0.072,0.352,-0.576,-0.489,0.0084,-0.014,-0.012
,,,,,,,16.400,-7.672,-0.440,3.142,-0.1831,-0.010,0.075,0.320,-0.576,0.489,0.0076,-0.014,0.012
,,,,,,,16.450,-7.691,-0.272,3.002,-0.1836,-0.006,0.072,0.292,-0.524,1.361,0.0070,-0.012,0.032
,,,,,,,16.500,-7.700,-0.126,2.548,-0.1838,-0.003,0.061,0.267,-0.429,2.025,0.0064,-0.010,0.048
,,,,,,,16.550,-7.700,-0.010,1.850,-0.1838,-2.500E-4,0.044,0.248,-0.314,2.513,0.0059,-0.007,0.060
,,,,,,,16.600,-7.700,0.063,1.082,-0.1838,0.001,0.026,0.236,-0.178,2.897,0.0056,-0.004,0.069
,,,,,,,16.650,-7.694,0.094,0.279,-0.1837,0.002,0.007,0.229,-0.021,3.107,0.0055,-5.000E-4,0.074
,,,,,,,16.700,-7.687,0.094,-0.559,-0.1835,0.002,-0.013,0.232,0.147,3.002,0.0055,0.003,0.072
,,,,,,,16.750,-7.684,0.042,-1.396,-0.1834,1.000E-3,-0.033,0.245,0.293,2.583,0.0058,0.007,0.062
,,,,,,,16.800,-7.681,-0.052,-2.129,-0.1834,-0.001,-0.051,0.264,0.408,2.025,0.0063,0.010,0.048
,,,,,,,16.850,-7.687,-0.178,-2.618,-0.1835,-0.004,-0.062,0.286,0.492,1.431,0.0068,0.012,0.034
,,,,,,,16.900,-7.700,-0.325,-2.897,-0.1838,-0.008,-0.069,0.314,0.555,0.768,0.0075,0.013,0.018
,,,,,,,16.950,-7.719,-0.471,-3.037,-0.1843,-0.011,-0.072,0.342,0.576,-2.331E-14,0.0082,0.014,-7.286E-16
,,,,,,,17.000,-7.747,-0.628,-3.002,-0.1849,-0.015,-0.072,0.374,0.555,-0.803,0.0089,0.013,-0.019
,,,,,,,17.050,-7.782,-0.785,-2.723,-0.1858,-0.019,-0.065,0.399,0.492,-1.501,0.0095,0.012,-0.036
,,,,,,,17.100,-7.826,-0.911,-2.129,-0.1868,-0.022,-0.051,0.424,0.398,-2.059,0.0101,0.009,-0.049
,,,,,,,17.150,-7.876,-1.005,-1.361,-0.1880,-0.024,-0.032,0.440,0.283,-2.478,0.0105,0.007,-0.059
,,,,,,,17.200,-7.926,-1.047,-0.593,-0.1892,-0.025,-0.014,0.452,0.147,-2.758,0.0108,0.003,-0.066
,,,,,,,17.250,-7.983,-1.058,0.105,-0.1906,-0.025,0.002,0.456,0.000,-2.827,0.0109,0.000,-0.067
,,,,,,,17.300,-8.033,-1.037,0.733,-0.1918,-0.025,0.017,0.452,-0.147,-2.688,0.0108,-0.003,-0.064
,,,,,,,17.350,-8.086,-0.984,1.396,-0.1930,-0.023,0.033,0.440,-0.272,-2.409,0.0105,-0.006,-0.057
,,,,,,,17.400,-8.134,-0.901,2.059,-0.1942,-0.021,0.049,0.424,-0.387,-2.025,0.0101,-0.009,-0.048
,,,,,,,17.450,-8.178,-0.775,2.618,-0.1952,-0.018,0.062,0.402,-0.482,-1.466,0.0096,-0.011,-0.035
,,,,,,,17.500,-8.212,-0.628,2.932,-0.1960,-0.015,0.070,0.374,-0.545,-0.663,0.0089,-0.013,-0.016
,,,,,,,17.550,-8.240,-0.471,2.967,-0.1967,-0.011,0.071,0.346,-0.555,0.244,0.0082,-0.013,0.006
,,,,,,,17.600,-8.259,-0.325,2.793,-0.1972,-0.008,0.067,0.317,-0.513,1.082,0.0076,-0.012,0.026
,,,,,,,17.650,-8.272,-0.188,2.478,-0.1975,-0.004,0.059,0.292,-0.440,1.745,0.0070,-0.010,0.042
,,,,,,,17.700,-8.278,-0.073,2.025,-0.1976,-0.002,0.048,0.273,-0.335,2.234,0.0065,-0.008,0.053
,,,,,,,17.750,-8.278,0.021,1.396,-0.1976,5.000E-4,0.033,0.258,-0.209,2.583,0.0061,-0.005,0.062
,,,,,,,17.800,-8.275,0.073,0.593,-0.1975,0.002,0.014,0.251,-0.073,2.793,0.0060,-0.002,0.067
,,,,,,,17.850,-8.269,0.084,-0.314,-0.1974,0.002,-0.007,0.251,0.073,2.862,0.0060,0.002,0.068
,,,,,,,17.900,-8.266,0.042,-1.187,-0.1973,1.000E-3,-0.028,0.258,0.220,2.723,0.0061,0.005,0.065
,,,,,,,17.950,-8.262,-0.042,-1.920,-0.1972,-1.000E-3,-0.046,0.273,0.356,2.304,0.0065,0.008,0.055
,,,,,,,18.000,-8.269,-0.157,-2.443,-0.1974,-0.004,-0.058,0.295,0.461,1.676,0.0070,0.011,0.040
,,,,,,,18.050,-8.278,-0.293,-2.793,-0.1976,-0.007,-0.067,0.320,0.524,0.977,0.0076,0.012,0.023
,,,,,,,18.100,-8.297,-0.440,-2.932,-0.1981,-0.010,-0.070,0.349,0.555,0.279,0.0083,0.013,0.007
,,,,,,,18.150,-8.322,-0.597,-2.862,-0.1987,-0.014,-0.068,0.377,0.555,-0.454,0.0090,0.013,-0.011
,,,,,,,18.200,-8.357,-0.733,-2.583,-0.1995,-0.017,-0.062,0.405,0.513,-1.222,0.0097,0.012,-0.029
,,,,,,,18.250,-8.397,-0.859,-2.164,-0.2005,-0.020,-0.052,0.430,0.429,-1.885,0.0103,0.010,-0.045
,,,,,,,18.300,-8.441,-0.953,-1.641,-0.2015,-0.023,-0.039,0.449,0.314,-2.374,0.0107,0.007,-0.057
,,,,,,,18.350,-8.495,-1.026,-0.977,-0.2028,-0.024,-0.023,0.462,0.188,-2.688,0.0110,0.004,-0.064
,,,,,,,18.400,-8.545,-1.058,-0.244,-0.2040,-0.025,-0.006,0.468,0.042,-2.827,0.0112,1.000E-3,-0.067
,,,,,,,18.450,-8.602,-1.047,0.559,-0.2053,-0.025,0.013,0.468,-0.105,-2.758,0.0112,-0.002,-0.066
,,,,,,,18.500,-8.652,-1.005,1.326,-0.2065,-0.024,0.032,0.456,-0.241,-2.443,0.0109,-0.006,-0.058
,,,,,,,18.550,-8.702,-0.911,1.990,-0.2077,-0.022,0.047,0.443,-0.356,-1.990,0.0106,-0.008,-0.047
,,,,,,,18.600,-8.746,-0.796,2.478,-0.2088,-0.019,0.059,0.421,-0.440,-1.431,0.0100,-0.010,-0.034
,,,,,,,18.650,-8.781,-0.660,2.793,-0.2096,-0.016,0.067,0.396,-0.503,-0.803,0.0094,-0.012,-0.019
,,,,,,,18.700,-8.812,-0.513,2.967,-0.2104,-0.012,0.071,0.371,-0.524,-0.105,0.0088,-0.012,-0.002
,,,,,,,18.750,-8.834,-0.356,2.862,-0.2109,-0.008,0.068,0.342,-0.513,0.663,0.0082,-0.012,0.016
,,,,,,,18.800,-8.847,-0.209,2.478,-0.2112,-0.005,0.059,0.317,-0.461,1.431,0.0076,-0.011,0.034
