"Time (s) Run #1","x-Position, Object #1 (m) Run #1","y-Position, Object #1 (m) Run #1","x-Velocity, Object #1 (m/s) Run #1","y-Velocity, Object #1 (m/s) Run #1","x-Acceleration, Object #1 (m/s²) Run #1","y-Acceleration, Object #1 (m/s²) Run #1","Time (s) Run #2","Angle, 004-000 (rad) Run #2","Angular Velocity, 004-000 (rad/s) Run #2","Angular Acceleration, 004-000 (rad/s²) Run #2","Position, 004-000 (m) Run #2","Velocity, 004-000 (m/s) Run #2","Acceleration, 004-000 (m/s²) Run #2","Angle, 670-231 (rad) Run #2","Angular Velocity, 670-231 (rad/s) Run #2","Angular Acceleration, 670-231 (rad/s²) Run #2","Position, 670-231 (m) Run #2","Velocity, 670-231 (m/s) Run #2","Acceleration, 670-231 (m/s²) Run #2"
,,,,,,,8.400,-3.870,-0.492,-1.920,-0.0924,-0.012,-0.046,0.192,0.335,-0.140,0.0046,0.008,-0.003
,,,,,,,8.450,-3.899,-0.586,-1.780,-0.0931,-0.014,-0.042,0.207,0.314,-0.524,0.0049,0.007,-0.012
,,,,,,,8.500,-3.930,-0.670,-1.536,-0.0938,-0.016,-0.037,0.223,0.283,-0.873,0.0053,0.007,-0.021
,,,,,,,8.550,-3.965,-0.744,-1.222,-0.0946,-0.018,-0.029,0.236,0.230,-1.222,0.0056,0.005,-0.029
,,,,,,,8.600,-4.006,-0.796,-0.838,-0.0956,-0.019,-0.020,0.248,0.157,-1.536,0.0059,0.004,-0.037
,,,,,,,8.650,-4.046,-0.827,-0.419,-0.0966,-0.020,-0.010,0.251,0.073,-1.710,0.0060,0.002,-0.041
,,,,,,,8.700,-4.087,-0.838,0.035,-0.0976,-0.020,8.333E-4,0.254,-0.021,-1.745,0.0061,-5.000E-4,-0.042
,,,,,,,8.750,-4.131,-0.827,0.559,-0.0986,-0.020,0.013,0.251,-0.105,-1.641,0.0060,-0.002,-0.039
,,,,,,,8.800,-4.172,-0.785,1.082,-0.0996,-0.019,0.026,0.242,-0.188,-1.396,0.0058,-0.004,-0.033
,,,,,,,8.850,-4.210,-0.712,1.501,-0.1005,-0.017,0.036,0.232,-0.251,-1.047,0.0055,-0.006,-0.025
,,,,,,,8.900,-4.244,-0.628,1.745,-0.1013,-0.015,0.042,0.217,-0.293,-0.593,0.0052,-0.007,-0.014
,,,,,,,8.950,-4.273,-0.534,1.815,-0.1020,-0.013,0.043,0.201,-0.314,-0.140,0.0048,-0.007,-0.003
,,,,,,,9.000,-4.298,-0.440,1.780,-0.1026,-0.010,0.042,0.185,-0.304,0.279,0.0044,-0.007,0.007
,,,,,,,9.050,-4.317,-0.356,1.641,-0.1030,-0.008,0.039,0.170,-0.283,0.663,0.0040,-0.007,0.016
,,,,,,,9.100,-4.332,-0.272,1.396,-0.1034,-0.006,0.033,0.157,-0.241,1.047,0.0037,-0.006,0.025
,,,,,,,9.150,-4.345,-0.209,1.047,-0.1037,-0.005,0.025,0.145,-0.178,1.431,0.0034,-0.004,0.034
,,,,,,,9.200,-4.351,-0.168,0.593,-0.1039,-0.004,0.014,0.138,-0.094,1.710,0.0033,-0.002,0.041
,,,,,,,9.250,-4.361,-0.147,0.105,-0.1041,-0.003,0.002,0.135,0.000,1.850,0.0032,0.000,0.044
,,,,,,,9.300,-4.367,-0.157,-0.419,-0.1042,-0.004,-0.010,0.138,0.094,1.815,0.0033,0.002,0.043
,,,,,,,9.350,-4.373,-0.188,-0.908,-0.1044,-0.004,-0.022,0.145,0.188,1.606,0.0034,0.004,0.038
,,,,,,,9.400,-4.386,-0.251,-1.326,-0.1047,-0.006,-0.032,0.157,0.262,1.222,0.0037,0.006,0.029
,,,,,,,9.450,-4.398,-0.325,-1.676,-0.1050,-0.008,-0.040,0.173,0.314,0.733,0.0041,0.007,0.017
,,,,,,,9.500,-4.417,-0.419,-1.885,-0.1054,-0.010,-0.045,0.188,0.335,0.244,0.0045,0.008,0.006
,,,,,,,9.550,-4.439,-0.524,-1.920,-0.1060,-0.012,-0.046,0.207,0.335,-0.244,0.0049,0.008,-0.006
,,,,,,,9.600,-4.470,-0.618,-1.745,-0.1067,-0.015,-0.042,0.223,0.314,-0.698,0.0053,0.007,-0.017
,,,,,,,9.650,-4.502,-0.702,-1.466,-0.1075,-0.017,-0.035,0.239,0.262,-1.082,0.0057,0.006,-0.026
,,,,,,,9.700,-4.540,-0.764,-1.117,-0.1084,-0.018,-0.027,0.251,0.199,-1.326,0.0060,0.005,-0.032
,,,,,,,9.750,-4.580,-0.817,-0.698,-0.1093,-0.019,-0.017,0.258,0.126,-1.431,0.0061,0.003,-0.034
,,,,,,,9.800,-4.621,-0.838,-0.244,-0.1103,-0.020,-0.006,0.264,0.052,-1.501,0.0063,0.001,-0.036
,,,,,,,9.850,-4.665,-0.838,0.209,-0.1114,-0.020,0.005,0.264,-0.021,-1.571,0.0063,-5.000E-4,-0.037
,,,,,,,9.900,-4.706,-0.817,0.628,-0.1123,-0.019,0.015,0.261,-0.105,-1.606,0.0062,-0.002,-0.038
,,,,,,,9.950,-4.747,-0.775,1.047,-0.1133,-0.018,0.025,0.254,-0.188,-1.466,0.0061,-0.004,-0.035
,,,,,,,10.000,-4.785,-0.712,1.396,-0.1142,-0.017,0.033,0.242,-0.262,-1.082,0.0058,-0.006,-0.026
,,,,,,,10.050,-4.819,-0.628,1.641,-0.1150,-0.015,0.039,0.226,-0.304,-0.559,0.0054,-0.007,-0.013
,,,,,,,10.100,-4.847,-0.545,1.780,-0.1157,-0.013,0.042,0.210,-0.314,-0.070,0.0050,-0.007,-0.002
,,,,,,,10.150,-4.873,-0.450,1.815,-0.1163,-0.011,0.043,0.195,-0.304,0.314,0.0046,-0.007,0.007
,,,,,,,10.200,-4.895,-0.356,1.710,-0.1168,-0.008,0.041,0.179,-0.283,0.698,0.0043,-0.007,0.017
,,,,,,,10.250,-4.907,-0.272,1.431,-0.1171,-0.006,0.034,0.167,-0.241,1.117,0.0040,-0.006,0.027
,,,,,,,10.300,-4.920,-0.209,1.047,-0.1174,-0.005,0.025,0.154,-0.168,1.501,0.0037,-0.004,0.036
,,,,,,,10.350,-4.929,-0.168,0.559,-0.1177,-0.004,0.013,0.148,-0.084,1.745,0.0035,-0.002,0.042
,,,,,,,10.400,-4.935,-0.147,1.199E-13,-0.1178,-0.003,3.469E-17,0.148,0.010,1.815,0.0035,2.500E-4,0.043
,,,,,,,10.450,-4.942,-0.168,-0.524,-0.1180,-0.004,-0.012,0.148,0.105,1.710,0.0035,0.002,0.041
,,,,,,,10.500,-4.951,-0.209,-0.942,-0.1182,-0.005,-0.022,0.157,0.188,1.431,0.0037,0.004,0.034
,,,,,,,10.550,-4.964,-0.262,-1.292,-0.1185,-0.006,-0.031,0.170,0.251,1.082,0.0040,0.006,0.026
,,,,,,,10.600,-4.976,-0.335,-1.641,-0.1188,-0.008,-0.039,0.182,0.293,0.698,0.0043,0.007,0.017
,,,,,,,10.650,-4.995,-0.429,-1.885,-0.1192,-0.010,-0.045,0.198,0.325,0.244,0.0047,0.008,0.006
,,,,,,,10.700,-5.020,-0.534,-1.920,-0.1198,-0.013,-0.046,0.217,0.325,-0.244,0.0052,0.008,-0.006
,,,,,,,10.750,-5.049,-0.628,-1.745,-0.1205,-0.015,-0.042,0.232,0.293,-0.663,0.0055,0.007,-0.016
,,,,,,,10.800,-5.083,-0.712,-1.431,-0.1213,-0.017,-0.034,0.245,0.251,-0.977,0.0058,0.006,-0.023
,,,,,,,10.850,-5.121,-0.775,-1.082,-0.1222,-0.018,-0.026,0.258,0.199,-1.257,0.0061,0.005,-0.030
,,,,,,,10.900,-5.162,-0.817,-0.698,-0.1232,-0.019,-0.017,0.267,0.126,-1.501,0.0064,0.003,-0.036
,,,,,,,10.950,-5.202,-0.848,-0.279,-0.1242,-0.020,-0.007,0.270,0.042,-1.641,0.0064,1.000E-3,-0.039
,,,,,,,11.000,-5.246,-0.848,0.209,-0.1252,-0.020,0.005,0.270,-0.042,-1.641,0.0064,-1.000E-3,-0.039
,,,,,,,11.050,-5.290,-0.827,0.733,-0.1263,-0.020,0.017,0.267,-0.126,-1.501,0.0064,-0.003,-0.036
,,,,,,,11.100,-5.328,-0.775,1.187,-0.1272,-0.018,0.028,0.258,-0.199,-1.222,0.0061,-0.005,-0.029
,,,,,,,11.150,-5.369,-0.702,1.536,-0.1282,-0.017,0.037,0.245,-0.251,-0.873,0.0058,-0.006,-0.021
,,,,,,,11.200,-5.400,-0.618,1.745,-0.1289,-0.015,0.042,0.232,-0.283,-0.524,0.0055,-0.007,-0.012
,,,,,,,11.250,-5.429,-0.524,1.850,-0.1296,-0.012,0.044,0.217,-0.304,-0.140,0.0052,-0.007,-0.003
,,,,,,,11.300,-5.454,-0.429,1.815,-0.1302,-0.010,0.043,0.201,-0.304,0.314,0.0048,-0.007,0.007
,,,,,,,11.350,-5.473,-0.335,1.606,-0.1306,-0.008,0.038,0.185,-0.272,0.768,0.0044,-0.006,0.018
,,,,,,,11.400,-5.485,-0.262,1.257,-0.1309,-0.006,0.030,0.173,-0.220,1.117,0.0041,-0.005,0.027
,,,,,,,11.450,-5.498,-0.209,0.838,-0.1312,-0.005,0.020,0.163,-0.157,1.396,0.0039,-0.004,0.033
,,,,,,,11.500,-5.507,-0.178,0.419,-0.1315,-0.004,0.010,0.157,-0.084,1.676,0.0037,-0.002,0.040
,,,,,,,11.550,-5.513,-0.168,-8.854E-14,-0.1316,-0.004,0.000,0.154,0.010,1.850,0.0037,2.500E-4,0.044
,,,,,,,11.600,-5.523,-0.178,-0.454,-0.1318,-0.004,-0.011,0.157,0.115,1.745,0.0037,0.003,0.042
,,,,,,,11.650,-5.532,-0.209,-0.977,-0.1321,-0.005,-0.023,0.167,0.199,1.396,0.0040,0.005,0.033
,,,,,,,11.700,-5.542,-0.272,-1.466,-0.1323,-0.006,-0.035,0.179,0.251,1.012,0.0043,0.006,0.024
,,,,,,,11.750,-5.557,-0.367,-1.745,-0.1327,-0.009,-0.042,0.192,0.293,0.663,0.0046,0.007,0.016
,,,,,,,11.800,-5.579,-0.461,-1.780,-0.1332,-0.011,-0.042,0.207,0.325,0.244,0.0049,0.008,0.006
,,,,,,,11.850,-5.605,-0.545,-1.710,-0.1338,-0.013,-0.041,0.226,0.325,-0.244,0.0054,0.008,-0.006
,,,,,,,11.900,-5.633,-0.628,-1.606,-0.1345,-0.015,-0.038,0.242,0.293,-0.663,0.0058,0.007,-0.016
,,,,,,,11.950,-5.667,-0.712,-1.396,-0.1353,-0.017,-0.033,0.254,0.251,-0.977,0.0061,0.006,-0.023
,,,,,,,12.000,-5.705,-0.775,-1.047,-0.1362,-0.018,-0.025,0.267,0.199,-1.257,0.0064,0.005,-0.030
,,,,,,,12.050,-5.746,-0.817,-0.628,-0.1372,-0.019,-0.015,0.276,0.126,-1.501,0.0066,0.003,-0.036
,,,,,,,12.100,-5.787,-0.838,-0.209,-0.1381,-0.020,-0.005,0.280,0.042,-1.641,0.0067,1.000E-3,-0.039
,,,,,,,12.150,-5.831,-0.838,0.209,-0.1392,-0.020,0.005,0.280,-0.042,-1.676,0.0067,-1.000E-3,-0.040
,,,,,,,12.200,-5.872,-0.817,0.628,-0.1402,-0.019,0.015,0.276,-0.126,-1.606,0.0066,-0.003,-0.038
,,,,,,,12.250,-5.912,-0.775,1.047,-0.1411,-0.018,0.025,0.267,-0.209,-1.361,0.0064,-0.005,-0.032
,,,,,,,12.300,-5.950,-0.712,1.431,-0.1420,-0.017,0.034,0.254,-0.272,-0.908,0.0061,-0.006,-0.022
,,,,,,,12.350,-5.985,-0.628,1.710,-0.1429,-0.015,0.041,0.239,-0.304,-0.349,0.0057,-0.007,-0.008
,,,,,,,12.400,-6.013,-0.534,1.815,-0.1435,-0.013,0.043,0.223,-0.304,0.105,0.0053,-0.007,0.002
,,,,,,,12.450,-6.038,-0.440,1.745,-0.1441,-0.010,0.042,0.207,-0.283,0.419,0.0049,-0.007,0.010
,,,,,,,12.500,-6.057,-0.356,1.536,-0.1446,-0.008,0.037,0.195,-0.262,0.698,0.0046,-0.006,0.017
,,,,,,,12.550,-6.073,-0.283,1.257,-0.1450,-0.007,0.030,0.182,-0.220,1.047,0.0043,-0.005,0.025
,,,,,,,12.600,-6.085,-0.230,0.942,-0.1453,-0.005,0.022,0.170,-0.157,1.431,0.0040,-0.004,0.034
,,,,,,,12.650,-6.095,-0.188,0.559,-0.1455,-0.004,0.013,0.167,-0.073,1.676,0.0040,-0.002,0.040
,,,,,,,12.700,-6.104,-0.168,0.070,-0.1457,-0.004,0.002,0.163,0.021,1.745,0.0039,5.000E-4,0.042
,,,,,,,12.750,-6.110,-0.178,-0.524,-0.1459,-0.004,-0.012,0.167,0.105,1.641,0.0040,0.002,0.039
,,,,,,,12.800,-6.120,-0.220,-1.082,-0.1461,-0.005,-0.026,0.176,0.188,1.396,0.0042,0.004,0.033
,,,,,,,12.850,-6.132,-0.293,-1.501,-0.1464,-0.007,-0.036,0.185,0.251,1.047,0.0044,0.006,0.025
,,,,,,,12.900,-6.148,-0.377,-1.745,-0.1468,-0.009,-0.042,0.201,0.293,0.593,0.0048,0.007,0.014
,,,,,,,12.950,-6.170,-0.471,-1.780,-0.1473,-0.011,-0.042,0.217,0.314,0.140,0.0052,0.007,0.003
,,,,,,,13.000,-6.195,-0.565,-1.641,-0.1479,-0.013,-0.039,0.232,0.304,-0.279,0.0055,0.007,-0.007
,,,,,,,13.050,-6.227,-0.639,-1.431,-0.1486,-0.015,-0.034,0.248,0.283,-0.663,0.0059,0.007,-0.016
,,,,,,,13.100,-6.261,-0.702,-1.257,-0.1495,-0.017,-0.030,0.261,0.241,-1.012,0.0062,0.006,-0.024
,,,,,,,13.150,-6.296,-0.764,-1.047,-0.1503,-0.018,-0.025,0.273,0.178,-1.292,0.0065,0.004,-0.031
,,,,,,,13.200,-6.337,-0.817,-0.663,-0.1513,-0.019,-0.016,0.280,0.105,-1.431,0.0067,0.002,-0.034
,,,,,,,13.250,-6.381,-0.838,-0.175,-0.1523,-0.020,-0.004,0.283,0.031,-1.501,0.0067,7.500E-4,-0.036
,,,,,,,13.300,-6.421,-0.827,0.244,-0.1533,-0.020,0.006,0.283,-0.042,-1.536,0.0067,-1.000E-3,-0.037
,,,,,,,13.350,-6.462,-0.806,0.593,-0.1543,-0.019,0.014,0.280,-0.126,-1.466,0.0067,-0.003,-0.035
,,,,,,,13.400,-6.503,-0.775,1.012,-0.1552,-0.018,0.024,0.270,-0.199,-1.222,0.0064,-0.005,-0.029
,,,,,,,13.450,-6.541,-0.712,1.501,-0.1561,-0.017,0.036,0.258,-0.251,-0.838,0.0061,-0.006,-0.020
,,,,,,,13.500,-6.575,-0.618,1.850,-0.1570,-0.015,0.044,0.245,-0.283,-0.419,0.0058,-0.007,-0.010
,,,,,,,13.550,-6.604,-0.513,1.885,-0.1576,-0.012,0.045,0.229,-0.293,1.110E-15,0.0055,-0.007,1.735E-17
,,,,,,,13.600,-6.626,-0.419,1.676,-0.1582,-0.010,0.040,0.214,-0.283,0.384,0.0051,-0.007,0.009
,,,,,,,13.650,-6.644,-0.346,1.431,-0.1586,-0.008,0.034,0.201,-0.251,0.698,0.0048,-0.006,0.017
,,,,,,,13.700,-6.660,-0.283,1.222,-0.1590,-0.007,0.029,0.188,-0.209,1.012,0.0045,-0.005,0.024
,,,,,,,13.750,-6.673,-0.220,0.942,-0.1593,-0.005,0.022,0.179,-0.157,1.361,0.0043,-0.004,0.032
,,,,,,,13.800,-6.682,-0.178,0.489,-0.1595,-0.004,0.012,0.173,-0.073,1.676,0.0041,-0.002,0.040
,,,,,,,13.850,-6.688,-0.168,-0.070,-0.1597,-0.004,-0.002,0.170,0.021,1.780,0.0040,5.000E-4,0.042
,,,,,,,13.900,-6.698,-0.188,-0.593,-0.1599,-0.004,-0.014,0.176,0.115,1.606,0.0042,0.003,0.038
,,,,,,,13.950,-6.707,-0.230,-1.012,-0.1601,-0.005,-0.024,0.182,0.188,1.292,0.0043,0.004,0.031
,,,,,,,14.000,-6.720,-0.293,-1.326,-0.1604,-0.007,-0.032,0.195,0.241,0.942,0.0046,0.006,0.022
,,,,,,,14.050,-6.736,-0.367,-1.536,-0.1608,-0.009,-0.037,0.207,0.283,0.593,0.0049,0.007,0.014
,,,,,,,14.100,-6.758,-0.450,-1.641,-0.1613,-0.011,-0.039,0.223,0.304,0.175,0.0053,0.007,0.004
,,,,,,,14.150,-6.780,-0.534,-1.641,-0.1618,-0.013,-0.039,0.239,0.304,-0.279,0.0057,0.007,-0.007
,,,,,,,14.200,-6.811,-0.618,-1.501,-0.1626,-0.015,-0.036,0.254,0.272,-0.663,0.0061,0.006,-0.016
,,,,,,,14.250,-6.842,-0.691,-1.257,-0.1633,-0.016,-0.030,0.267,0.230,-0.942,0.0064,0.005,-0.022
,,,,,,,14.300,-6.880,-0.744,-0.942,-0.1642,-0.018,-0.022,0.276,0.178,-1.187,0.0066,0.004,-0.028
,,,,,,,14.350,-6.918,-0.785,-0.593,-0.1651,-0.019,-0.014,0.286,0.115,-1.431,0.0068,0.003,-0.034
,,,,,,,14.400,-6.959,-0.806,-0.175,-0.1661,-0.019,-0.004,0.289,0.031,-1.571,0.0069,7.500E-4,-0.037
,,,,,,,14.450,-6.999,-0.806,0.314,-0.1671,-0.019,0.007,0.289,-0.052,-1.536,0.0069,-0.001,-0.037
,,,,,,,14.500,-7.040,-0.775,0.768,-0.1681,-0.018,0.018,0.283,-0.126,-1.326,0.0067,-0.003,-0.032
,,,,,,,14.550,-7.078,-0.723,1.082,-0.1690,-0.017,0.026,0.276,-0.188,-1.047,0.0066,-0.004,-0.025
,,,,,,,14.600,-7.113,-0.660,1.257,-0.1698,-0.016,0.030,0.264,-0.230,-0.768,0.0063,-0.005,-0.018
,,,,,,,14.650,-7.144,-0.597,1.396,-0.1705,-0.014,0.033,0.251,-0.262,-0.489,0.0060,-0.006,-0.012
,,,,,,,14.700,-7.172,-0.524,1.536,-0.1712,-0.012,0.037,0.239,-0.283,-0.140,0.0057,-0.007,-0.003
,,,,,,,14.750,-7.197,-0.440,1.606,-0.1718,-0.010,0.038,0.223,-0.283,0.314,0.0053,-0.007,0.007
,,,,,,,14.800,-7.216,-0.356,1.501,-0.1723,-0.008,0.036,0.207,-0.251,0.768,0.0049,-0.006,0.018
,,,,,,,14.850,-7.232,-0.283,1.222,-0.1726,-0.007,0.029,0.198,-0.199,1.117,0.0047,-0.005,0.027
,,,,,,,14.900,-7.245,-0.230,0.838,-0.1729,-0.005,0.020,0.188,-0.136,1.361,0.0045,-0.003,0.032
,,,,,,,14.950,-7.254,-0.199,0.419,-0.1732,-0.005,0.010,0.182,-0.063,1.536,0.0043,-0.001,0.037
,,,,,,,15.000,-7.263,-0.188,-0.035,-0.1734,-0.004,-8.333E-4,0.182,0.021,1.606,0.0043,5.000E-4,0.038
,,,,,,,15.050,-7.273,-0.199,-0.524,-0.1736,-0.005,-0.012,0.185,0.105,1.536,0.0044,0.002,0.037
,,,,,,,15.100,-7.282,-0.241,-0.977,-0.1738,-0.006,-0.023,0.192,0.178,1.326,0.0046,0.004,0.032
,,,,,,,15.150,-7.295,-0.304,-1.292,-0.1741,-0.007,-0.031,0.204,0.241,1.012,0.0049,0.006,0.024
,,,,,,,15.200,-7.314,-0.377,-1.466,-0.1746,-0.009,-0.035,0.217,0.283,0.628,0.0052,0.007,0.015
,,,,,,,15.250,-7.332,-0.450,-1.571,-0.1750,-0.011,-0.037,0.232,0.304,0.175,0.0055,0.007,0.004
,,,,,,,15.300,-7.358,-0.534,-1.606,-0.1756,-0.013,-0.038,0.248,0.304,-0.279,0.0059,0.007,-0.007
,,,,,,,15.350,-7.386,-0.618,-1.501,-0.1763,-0.015,-0.036,0.264,0.272,-0.663,0.0063,0.006,-0.016
,,,,,,,15.400,-7.420,-0.691,-1.257,-0.1771,-0.016,-0.030,0.276,0.230,-0.942,0.0066,0.005,-0.022
,,,,,,,15.450,-7.455,-0.744,-0.942,-0.1780,-0.018,-0.022,0.286,0.178,-1.152,0.0068,0.004,-0.027
,,,,,,,15.500,-7.496,-0.785,-0.593,-0.1789,-0.019,-0.014,0.295,0.115,-1.361,0.0070,0.003,-0.032
,,,,,,,15.550,-7.534,-0.806,-0.209,-0.1798,-0.019,-0.005,0.298,0.042,-1.501,0.0071,1.000E-3,-0.036
,,,,,,,15.600,-7.578,-0.806,0.244,-0.1809,-0.019,0.006,0.298,-0.042,-1.501,0.0071,-1.000E-3,-0.036
,,,,,,,15.650,-7.615,-0.785,0.663,-0.1818,-0.019,0.016,0.295,-0.115,-1.361,0.0070,-0.003,-0.032
,,,,,,,15.700,-7.656,-0.733,1.012,-0.1828,-0.017,0.024,0.286,-0.178,-1.152,0.0068,-0.004,-0.027
,,,,,,,15.750,-7.691,-0.681,1.292,-0.1836,-0.016,0.031,0.276,-0.230,-0.908,0.0066,-0.005,-0.022
,,,,,,,15.800,-7.722,-0.607,1.536,-0.1843,-0.014,0.037,0.264,-0.272,-0.559,0.0063,-0.006,-0.013
,,,,,,,15.850,-7.753,-0.524,1.710,-0.1851,-0.012,0.041,0.248,-0.293,-0.070,0.0059,-0.007,-0.002
,,,,,,,15.900,-7.775,-0.429,1.641,-0.1856,-0.010,0.039,0.232,-0.283,0.454,0.0055,-0.007,0.011
,,,,,,,15.950,-7.794,-0.346,1.396,-0.1861,-0.008,0.033,0.220,-0.241,0.873,0.0052,-0.006,0.021
,,,,,,,16.000,-7.810,-0.293,1.082,-0.1864,-0.007,0.026,0.207,-0.188,1.117,0.0049,-0.004,0.027
,,,,,,,16.050,-7.823,-0.241,0.768,-0.1867,-0.006,0.018,0.201,-0.126,1.257,0.0048,-0.003,0.030
,,,,,,,16.100,-7.835,-0.209,0.419,-0.1870,-0.005,0.010,0.195,-0.063,1.396,0.0046,-0.001,0.033
,,,,,,,16.150,-7.841,-0.199,8.188E-14,-0.1872,-0.005,7.546E-16,0.195,0.010,1.501,0.0046,2.500E-4,0.036
,,,,,,,16.200,-7.854,-0.209,-0.384,-0.1875,-0.005,-0.009,0.195,0.094,1.501,0.0046,0.002,0.036
,,,,,,,16.250,-7.863,-0.241,-0.768,-0.1877,-0.006,-0.018,0.204,0.168,1.326,0.0049,0.004,0.032
,,,,,,,16.300,-7.876,-0.283,-1.152,-0.1880,-0.007,-0.027,0.214,0.230,1.012,0.0051,0.005,0.024
,,,,,,,16.350,-7.892,-0.356,-1.501,-0.1884,-0.008,-0.036,0.226,0.272,0.628,0.0054,0.006,0.015
,,,,,,,16.400,-7.911,-0.440,-1.710,-0.1888,-0.010,-0.041,0.242,0.293,0.209,0.0058,0.007,0.005
,,,,,,,16.450,-7.936,-0.534,-1.676,-0.1894,-0.013,-0.040,0.258,0.293,-0.175,0.0061,0.007,-0.004
,,,,,,,16.500,-7.964,-0.618,-1.466,-0.1901,-0.015,-0.035,0.270,0.272,-0.524,0.0064,0.006,-0.012
,,,,,,,16.550,-7.999,-0.681,-1.152,-0.1909,-0.016,-0.027,0.286,0.241,-0.873,0.0068,0.006,-0.021
,,,,,,,16.600,-8.033,-0.733,-0.838,-0.1918,-0.017,-0.020,0.295,0.188,-1.187,0.0070,0.004,-0.028
,,,,,,,16.650,-8.071,-0.764,-0.524,-0.1927,-0.018,-0.012,0.305,0.115,-1.396,0.0073,0.003,-0.033
,,,,,,,16.700,-8.112,-0.785,-0.175,-0.1936,-0.019,-0.004,0.308,0.042,-1.431,0.0073,1.000E-3,-0.034
,,,,,,,16.750,-8.149,-0.785,0.209,-0.1945,-0.019,0.005,0.308,-0.031,-1.361,0.0073,-7.500E-4,-0.032
,,,,,,,16.800,-8.190,-0.764,0.628,-0.1955,-0.018,0.015,0.305,-0.094,-1.292,0.0073,-0.002,-0.031
,,,,,,,16.850,-8.228,-0.723,0.977,-0.1964,-0.017,0.023,0.298,-0.157,-1.222,0.0071,-0.004,-0.029
,,,,,,,16.900,-8.262,-0.660,1.257,-0.1972,-0.016,0.030,0.289,-0.220,-1.047,0.0069,-0.005,-0.025
,,,,,,,16.950,-8.294,-0.597,1.466,-0.1980,-0.014,0.035,0.276,-0.272,-0.628,0.0066,-0.006,-0.015
,,,,,,,17.000,-8.322,-0.513,1.571,-0.1987,-0.012,0.037,0.261,-0.293,-0.035,0.0062,-0.007,-8.333E-4
,,,,,,,17.050,-8.347,-0.429,1.536,-0.1993,-0.010,0.037,0.245,-0.272,0.524,0.0058,-0.006,0.012
,,,,,,,17.100,-8.363,-0.356,1.361,-0.1996,-0.008,0.032,0.232,-0.230,0.873,0.0055,-0.005,0.021
,,,,,,,17.150,-8.382,-0.293,1.152,-0.2001,-0.007,0.027,0.223,-0.178,1.047,0.0053,-0.004,0.025
,,,,,,,17.200,-8.394,-0.241,0.838,-0.2004,-0.006,0.020,0.214,-0.126,1.187,0.0051,-0.003,0.028
,,,,,,,17.250,-8.404,-0.199,0.419,-0.2006,-0.005,0.010,0.210,-0.063,1.326,0.0050,-0.001,0.032
,,,,,,,17.300,-8.413,-0.199,1.249E-14,-0.2008,-0.005,1.214E-15,0.207,0.010,1.466,0.0049,2.500E-4,0.035
,,,,,,,17.350,-8.423,-0.209,-0.384,-0.2011,-0.005,-0.009,0.210,0.084,1.501,0.0050,0.002,0.036
,,,,,,,17.400,-8.435,-0.230,-0.768,-0.2014,-0.005,-0.018,0.217,0.168,1.361,0.0052,0.004,0.032
,,,,,,,17.450,-8.445,-0.283,-1.187,-0.2016,-0.007,-0.028,0.226,0.230,1.047,0.0054,0.005,0.025
,,,,,,,17.500,-8.460,-0.356,-1.466,-0.2020,-0.008,-0.035,0.242,0.272,0.628,0.0058,0.006,0.015
,,,,,,,17.550,-8.482,-0.440,-1.536,-0.2025,-0.010,-0.037,0.254,0.293,0.244,0.0061,0.007,0.006
,,,,,,,17.600,-8.504,-0.513,-1.501,-0.2030,-0.012,-0.036,0.270,0.293,-0.140,0.0064,0.007,-0.003
,,,,,,,17.650,-8.533,-0.586,-1.396,-0.2037,-0.014,-0.033,0.286,0.283,-0.524,0.0068,0.007,-0.012
,,,,,,,17.700,-8.564,-0.660,-1.222,-0.2044,-0.016,-0.029,0.298,0.241,-0.873,0.0071,0.006,-0.021
,,,,,,,17.750,-8.599,-0.712,-0.977,-0.2053,-0.017,-0.023,0.311,0.188,-1.152,0.0074,0.004,-0.027
,,,,,,,17.800,-8.636,-0.754,-0.698,-0.2062,-0.018,-0.017,0.317,0.126,-1.326,0.0076,0.003,-0.032
,,,,,,,17.850,-8.674,-0.785,-0.349,-0.2071,-0.019,-0.008,0.324,0.052,-1.431,0.0077,0.001,-0.034
,,,,,,,17.900,-8.715,-0.796,0.105,-0.2080,-0.019,0.002,0.324,-0.021,-1.431,0.0077,-5.000E-4,-0.034
,,,,,,,17.950,-8.756,-0.775,0.559,-0.2090,-0.018,0.013,0.320,-0.094,-1.326,0.0076,-0.002,-0.032
,,,,,,,18.000,-8.793,-0.733,0.908,-0.2099,-0.017,0.022,0.314,-0.157,-1.152,0.0075,-0.004,-0.027
,,,,,,,18.050,-8.828,-0.681,1.152,-0.2107,-0.016,0.027,0.305,-0.209,-0.908,0.0073,-0.005,-0.022
,,,,,,,18.100,-8.862,-0.618,1.361,-0.2116,-0.015,0.032,0.292,-0.251,-0.593,0.0070,-0.006,-0.014
,,,,,,,18.150,-8.891,-0.545,1.536,-0.2122,-0.013,0.037,0.280,-0.272,-0.175,0.0067,-0.006,-0.004
,,,,,,,18.200,-8.916,-0.461,1.606,-0.2128,-0.011,0.038,0.264,-0.272,0.314,0.0063,-0.006,0.007
,,,,,,,18.250,-8.938,-0.377,1.501,-0.2134,-0.009,0.036,0.251,-0.241,0.733,0.0060,-0.006,0.017
